threshold,mecA_TP_AMRFINDER,mecA_FP_AMRFINDER,mecA_TN_AMRFINDER,mecA_FN_AMRFINDER,lukF_TP_AMRFINDER,lukF_FP_AMRFINDER,lukF_TN_AMRFINDER,lukF_FN_AMRFINDER,lukS_TP_AMRFINDER,lukS_FP_AMRFINDER,lukS_TN_AMRFINDER,lukS_FN_AMRFINDER,mecA_sensitivity_AMRFINDER,mecA_specificity_AMRFINDER,lukF_sensitivity_AMRFINDER,lukF_specificity_AMRFINDER,lukS_sensitivity_AMRFINDER,lukS_specificity_AMRFINDER,mean_estimated_coverage,n_kmer,n_reads
0.35,9,0,88,68,9,0,93,63,10,0,92,63,0.116883116883117,1,0.125,1,0.136986301369863,1,0.260474452380952,300,5000
0.35,11,0,88,66,11,0,93,61,8,0,92,65,0.142857142857143,1,0.152777777777778,1,0.10958904109589,1,0.260474452380952,400,5000
0.35,8,0,88,69,10,0,93,62,10,0,92,63,0.103896103896104,1,0.138888888888889,1,0.136986301369863,1,0.260474452380952,500,5000
0.35,8,0,88,69,9,0,93,63,9,0,92,64,0.103896103896104,1,0.125,1,0.123287671232877,1,0.260474452380952,600,5000
0.35,9,0,88,68,9,0,93,63,9,0,92,64,0.116883116883117,1,0.125,1,0.123287671232877,1,0.260474452380952,700,5000
0.35,9,0,88,68,10,0,93,62,9,0,92,64,0.116883116883117,1,0.138888888888889,1,0.123287671232877,1,0.260474452380952,800,5000
0.35,8,0,88,69,10,0,93,62,8,0,92,65,0.103896103896104,1,0.138888888888889,1,0.10958904109589,1,0.260474452380952,900,5000
0.35,9,0,88,68,8,0,93,64,8,0,92,65,0.116883116883117,1,0.111111111111111,1,0.10958904109589,1,0.260474452380952,all,5000
0.35,14,0,88,63,15,0,93,57,12,0,92,61,0.181818181818182,1,0.208333333333333,1,0.164383561643836,1,0.312531655844156,100,6000
0.35,12,0,88,65,15,0,93,57,14,0,92,59,0.155844155844156,1,0.208333333333333,1,0.191780821917808,1,0.312531655844156,200,6000
0.35,12,0,88,65,16,0,93,56,13,0,92,60,0.155844155844156,1,0.222222222222222,1,0.178082191780822,1,0.312531655844156,300,6000
0.35,17,0,88,60,18,0,93,54,14,0,92,59,0.220779220779221,1,0.25,1,0.191780821917808,1,0.312531655844156,400,6000
0.35,13,0,88,64,16,0,93,56,15,0,92,58,0.168831168831169,1,0.222222222222222,1,0.205479452054795,1,0.312531655844156,500,6000
0.35,14,0,88,63,16,0,93,56,15,0,92,58,0.181818181818182,1,0.222222222222222,1,0.205479452054795,1,0.312531655844156,600,6000
0.35,14,0,88,63,16,0,93,56,14,0,92,59,0.181818181818182,1,0.222222222222222,1,0.191780821917808,1,0.312531655844156,700,6000
0.35,14,0,88,63,17,0,93,55,14,0,92,59,0.181818181818182,1,0.236111111111111,1,0.191780821917808,1,0.312531655844156,800,6000
0.35,13,0,88,64,16,0,93,56,14,0,92,59,0.168831168831169,1,0.222222222222222,1,0.191780821917808,1,0.312531655844156,900,6000
0.35,13,0,88,64,14,0,93,58,14,0,92,59,0.168831168831169,1,0.194444444444444,1,0.191780821917808,1,0.312531655844156,all,6000
0.35,24,0,88,53,18,0,93,54,17,0,92,56,0.311688311688312,1,0.25,1,0.232876712328767,1,0.364575491341991,100,7000
0.35,26,0,88,51,18,0,93,54,19,0,92,54,0.337662337662338,1,0.25,1,0.26027397260274,1,0.364575491341991,200,7000
0.35,19,0,88,58,20,0,93,52,19,0,92,54,0.246753246753247,1,0.277777777777778,1,0.26027397260274,1,0.364575491341991,300,7000
0.35,22,0,88,55,22,0,93,50,18,0,92,55,0.285714285714286,1,0.305555555555556,1,0.246575342465753,1,0.364575491341991,400,7000
0.35,20,0,88,57,21,0,93,51,19,0,92,54,0.25974025974026,1,0.291666666666667,1,0.26027397260274,1,0.364575491341991,500,7000
0.35,19,0,88,58,21,0,93,51,20,0,92,53,0.246753246753247,1,0.291666666666667,1,0.273972602739726,1,0.364575491341991,600,7000
0.35,20,0,88,57,20,0,93,52,18,0,92,55,0.25974025974026,1,0.277777777777778,1,0.246575342465753,1,0.364575491341991,700,7000
0.35,19,0,88,58,22,0,93,50,18,0,92,55,0.246753246753247,1,0.305555555555556,1,0.246575342465753,1,0.364575491341991,800,7000
0.35,18,0,88,59,21,0,93,51,18,0,92,55,0.233766233766234,1,0.291666666666667,1,0.246575342465753,1,0.364575491341991,900,7000
0.35,19,0,88,58,21,0,93,51,18,0,92,55,0.246753246753247,1,0.291666666666667,1,0.246575342465753,1,0.364575491341991,all,7000
0.35,33,0,88,44,24,0,93,48,20,0,92,53,0.428571428571429,1,0.333333333333333,1,0.273972602739726,1,0.416625766233766,100,8000
0.35,32,0,88,45,24,0,93,48,22,0,92,51,0.415584415584416,1,0.333333333333333,1,0.301369863013699,1,0.416625766233766,200,8000
0.35,26,0,88,51,25,0,93,47,22,0,92,51,0.337662337662338,1,0.347222222222222,1,0.301369863013699,1,0.416625766233766,300,8000
0.35,29,0,88,48,27,0,93,45,22,0,92,51,0.376623376623377,1,0.375,1,0.301369863013699,1,0.416625766233766,400,8000
0.35,28,0,88,49,25,0,93,47,23,0,92,50,0.363636363636364,1,0.347222222222222,1,0.315068493150685,1,0.416625766233766,500,8000
0.35,29,0,88,48,25,0,93,47,23,0,92,50,0.376623376623377,1,0.347222222222222,1,0.315068493150685,1,0.416625766233766,600,8000
0.35,29,0,88,48,26,0,93,46,22,0,92,51,0.376623376623377,1,0.361111111111111,1,0.301369863013699,1,0.416625766233766,700,8000
0.35,30,0,88,47,26,0,93,46,22,0,92,51,0.38961038961039,1,0.361111111111111,1,0.301369863013699,1,0.416625766233766,800,8000
0.35,29,0,88,48,26,0,93,46,22,0,92,51,0.376623376623377,1,0.361111111111111,1,0.301369863013699,1,0.416625766233766,900,8000
0.35,29,0,88,48,26,0,93,46,22,0,92,51,0.376623376623377,1,0.361111111111111,1,0.301369863013699,1,0.416625766233766,all,8000
0.4,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.0521236536796537,100,1000
0.4,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,200,1000
0.4,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,300,1000
0.4,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,400,1000
0.4,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,500,1000
0.4,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,600,1000
0.4,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,700,1000
0.4,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,800,1000
0.4,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,900,1000
0.4,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,all,1000
0.4,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.104201056277056,100,2000
0.4,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.104201056277056,200,2000
0.4,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,300,2000
0.4,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.104201056277056,400,2000
0.4,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.104201056277056,500,2000
0.4,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.104201056277056,600,2000
0.4,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.104201056277056,700,2000
0.4,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.104201056277056,800,2000
0.4,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,900,2000
0.4,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,all,2000
0.4,0,0,88,77,0,0,93,72,4,0,92,69,0,1,0,1,0.0547945205479452,1,0.156307692640693,100,3000
0.4,0,0,88,77,0,0,93,72,3,0,92,70,0,1,0,1,0.0410958904109589,1,0.156307692640693,200,3000
0.4,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.156307692640693,300,3000
0.4,0,0,88,77,0,0,93,72,4,0,92,69,0,1,0,1,0.0547945205479452,1,0.156307692640693,400,3000
0.4,0,0,88,77,0,0,93,72,3,0,92,70,0,1,0,1,0.0410958904109589,1,0.156307692640693,500,3000
0.4,0,0,88,77,0,0,93,72,4,0,92,69,0,1,0,1,0.0547945205479452,1,0.156307692640693,600,3000
0.4,0,0,88,77,0,0,93,72,3,0,92,70,0,1,0,1,0.0410958904109589,1,0.156307692640693,700,3000
0.4,0,0,88,77,0,0,93,72,3,0,92,70,0,1,0,1,0.0410958904109589,1,0.156307692640693,800,3000
0.4,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.156307692640693,900,3000
0.4,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.156307692640693,all,3000
0.4,2,0,88,75,1,0,93,71,6,0,92,67,0.025974025974026,1,0.0138888888888889,1,0.0821917808219178,1,0.208392963203463,100,4000
0.4,2,0,88,75,2,0,93,70,4,0,92,69,0.025974025974026,1,0.0277777777777778,1,0.0547945205479452,1,0.208392963203463,200,4000
0.4,2,0,88,75,0,0,93,72,3,0,92,70,0.025974025974026,1,0,1,0.0410958904109589,1,0.208392963203463,300,4000
0.4,1,0,88,76,2,0,93,70,5,0,92,68,0.012987012987013,1,0.0277777777777778,1,0.0684931506849315,1,0.208392963203463,400,4000
0.4,1,0,88,76,1,0,93,71,4,0,92,69,0.012987012987013,1,0.0138888888888889,1,0.0547945205479452,1,0.208392963203463,500,4000
0.4,1,0,88,76,2,0,93,70,4,0,92,69,0.012987012987013,1,0.0277777777777778,1,0.0547945205479452,1,0.208392963203463,600,4000
0.4,1,0,88,76,2,0,93,70,5,0,92,68,0.012987012987013,1,0.0277777777777778,1,0.0684931506849315,1,0.208392963203463,700,4000
0.4,1,0,88,76,1,0,93,71,5,0,92,68,0.012987012987013,1,0.0138888888888889,1,0.0684931506849315,1,0.208392963203463,800,4000
0.4,1,0,88,76,2,0,93,70,4,0,92,69,0.012987012987013,1,0.0277777777777778,1,0.0547945205479452,1,0.208392963203463,900,4000
0.4,1,0,88,76,2,0,93,70,4,0,92,69,0.012987012987013,1,0.0277777777777778,1,0.0547945205479452,1,0.208392963203463,all,4000
0.4,5,0,88,72,4,0,93,68,8,0,92,65,0.0649350649350649,1,0.0555555555555556,1,0.10958904109589,1,0.260474452380952,100,5000
0.4,3,0,88,74,5,0,93,67,7,0,92,66,0.038961038961039,1,0.0694444444444445,1,0.0958904109589041,1,0.260474452380952,200,5000
0.4,2,0,88,75,3,0,93,69,7,0,92,66,0.025974025974026,1,0.0416666666666667,1,0.0958904109589041,1,0.260474452380952,300,5000
0.4,4,0,88,73,4,0,93,68,8,0,92,65,0.051948051948052,1,0.0555555555555556,1,0.10958904109589,1,0.260474452380952,400,5000
0.4,4,0,88,73,4,0,93,68,7,0,92,66,0.051948051948052,1,0.0555555555555556,1,0.0958904109589041,1,0.260474452380952,500,5000
0.4,4,0,88,73,4,0,93,68,8,0,92,65,0.051948051948052,1,0.0555555555555556,1,0.10958904109589,1,0.260474452380952,600,5000
0.4,4,0,88,73,4,0,93,68,8,0,92,65,0.051948051948052,1,0.0555555555555556,1,0.10958904109589,1,0.260474452380952,700,5000
0.4,4,0,88,73,4,0,93,68,8,0,92,65,0.051948051948052,1,0.0555555555555556,1,0.10958904109589,1,0.260474452380952,800,5000
0.4,3,0,88,74,4,0,93,68,8,0,92,65,0.038961038961039,1,0.0555555555555556,1,0.10958904109589,1,0.260474452380952,900,5000
0.4,2,0,88,75,4,0,93,68,8,0,92,65,0.025974025974026,1,0.0555555555555556,1,0.10958904109589,1,0.260474452380952,all,5000
0.4,8,0,88,69,8,0,93,64,9,0,92,64,0.103896103896104,1,0.111111111111111,1,0.123287671232877,1,0.312531655844156,100,6000
0.4,6,0,88,71,9,0,93,63,8,0,92,65,0.0779220779220779,1,0.125,1,0.10958904109589,1,0.312531655844156,200,6000
0.4,6,0,88,71,8,0,93,64,8,0,92,65,0.0779220779220779,1,0.111111111111111,1,0.10958904109589,1,0.312531655844156,300,6000
0.4,7,0,88,70,9,0,93,63,9,0,92,64,0.0909090909090909,1,0.125,1,0.123287671232877,1,0.312531655844156,400,6000
0.4,6,0,88,71,8,0,93,64,9,0,92,64,0.0779220779220779,1,0.111111111111111,1,0.123287671232877,1,0.312531655844156,500,6000
0.4,6,0,88,71,7,0,93,65,9,0,92,64,0.0779220779220779,1,0.0972222222222222,1,0.123287671232877,1,0.312531655844156,600,6000
0.4,8,0,88,69,7,0,93,65,9,0,92,64,0.103896103896104,1,0.0972222222222222,1,0.123287671232877,1,0.312531655844156,700,6000
0.4,6,0,88,71,7,0,93,65,9,0,92,64,0.0779220779220779,1,0.0972222222222222,1,0.123287671232877,1,0.312531655844156,800,6000
0.4,6,0,88,71,8,0,93,64,9,0,92,64,0.0779220779220779,1,0.111111111111111,1,0.123287671232877,1,0.312531655844156,900,6000
0.4,7,0,88,70,7,0,93,65,9,0,92,64,0.0909090909090909,1,0.0972222222222222,1,0.123287671232877,1,0.312531655844156,all,6000
0.4,10,0,88,67,11,0,93,61,13,0,92,60,0.12987012987013,1,0.152777777777778,1,0.178082191780822,1,0.364575491341991,100,7000
0.4,13,0,88,64,11,0,93,61,13,0,92,60,0.168831168831169,1,0.152777777777778,1,0.178082191780822,1,0.364575491341991,200,7000
0.4,10,0,88,67,13,0,93,59,12,0,92,61,0.12987012987013,1,0.180555555555556,1,0.164383561643836,1,0.364575491341991,300,7000
0.4,15,0,88,62,14,0,93,58,13,0,92,60,0.194805194805195,1,0.194444444444444,1,0.178082191780822,1,0.364575491341991,400,7000
0.4,10,0,88,67,11,0,93,61,13,0,92,60,0.12987012987013,1,0.152777777777778,1,0.178082191780822,1,0.364575491341991,500,7000
0.4,11,0,88,66,11,0,93,61,13,0,92,60,0.142857142857143,1,0.152777777777778,1,0.178082191780822,1,0.364575491341991,600,7000
0.4,13,0,88,64,10,0,93,62,14,0,92,59,0.168831168831169,1,0.138888888888889,1,0.191780821917808,1,0.364575491341991,700,7000
0.4,9,0,88,68,11,0,93,61,13,0,92,60,0.116883116883117,1,0.152777777777778,1,0.178082191780822,1,0.364575491341991,800,7000
0.4,10,0,88,67,11,0,93,61,13,0,92,60,0.12987012987013,1,0.152777777777778,1,0.178082191780822,1,0.364575491341991,900,7000
0.4,12,0,88,65,10,0,93,62,13,0,92,60,0.155844155844156,1,0.138888888888889,1,0.178082191780822,1,0.364575491341991,all,7000
0.4,21,0,88,56,18,0,93,54,15,0,92,58,0.272727272727273,1,0.25,1,0.205479452054795,1,0.416625766233766,100,8000
0.4,23,0,88,54,17,0,93,55,16,0,92,57,0.298701298701299,1,0.236111111111111,1,0.219178082191781,1,0.416625766233766,200,8000
0.4,19,0,88,58,21,0,93,51,14,0,92,59,0.246753246753247,1,0.291666666666667,1,0.191780821917808,1,0.416625766233766,300,8000
0.4,22,0,88,55,21,0,93,51,16,0,92,57,0.285714285714286,1,0.291666666666667,1,0.219178082191781,1,0.416625766233766,400,8000
0.4,15,0,88,62,20,0,93,52,16,0,92,57,0.194805194805195,1,0.277777777777778,1,0.219178082191781,1,0.416625766233766,500,8000
0.4,18,0,88,59,19,0,93,53,15,0,92,58,0.233766233766234,1,0.263888888888889,1,0.205479452054795,1,0.416625766233766,600,8000
0.4,18,0,88,59,18,0,93,54,17,0,92,56,0.233766233766234,1,0.25,1,0.232876712328767,1,0.416625766233766,700,8000
0.4,16,0,88,61,19,0,93,53,16,0,92,57,0.207792207792208,1,0.263888888888889,1,0.219178082191781,1,0.416625766233766,800,8000
0.4,16,0,88,61,19,0,93,53,16,0,92,57,0.207792207792208,1,0.263888888888889,1,0.219178082191781,1,0.416625766233766,900,8000
0.4,18,0,88,59,18,0,93,54,16,0,92,57,0.233766233766234,1,0.25,1,0.219178082191781,1,0.416625766233766,all,8000
0.45,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,100,1000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,200,1000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,300,1000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,400,1000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,500,1000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,600,1000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,700,1000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,800,1000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,900,1000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,all,1000
0.45,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.104201056277056,100,2000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,200,2000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,300,2000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,400,2000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,500,2000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,600,2000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,700,2000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,800,2000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,900,2000
0.45,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.104201056277056,all,2000
0.45,0,0,88,77,0,0,93,72,3,0,92,70,0,1,0,1,0.0410958904109589,1,0.156307692640693,100,3000
0.45,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.156307692640693,200,3000
0.45,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.156307692640693,300,3000
0.45,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.156307692640693,400,3000
0.45,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.156307692640693,500,3000
0.45,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.156307692640693,600,3000
0.45,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.156307692640693,700,3000
0.45,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.156307692640693,800,3000
0.45,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.156307692640693,900,3000
0.45,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.156307692640693,all,3000
0.45,0,0,88,77,0,0,93,72,3,0,92,70,0,1,0,1,0.0410958904109589,1,0.208392963203463,100,4000
0.45,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.208392963203463,200,4000
0.45,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.208392963203463,300,4000
0.45,1,0,88,76,0,0,93,72,3,0,92,70,0.012987012987013,1,0,1,0.0410958904109589,1,0.208392963203463,400,4000
0.45,0,0,88,77,1,0,93,71,3,0,92,70,0,1,0.0138888888888889,1,0.0410958904109589,1,0.208392963203463,500,4000
0.45,1,0,88,76,0,0,93,72,3,0,92,70,0.012987012987013,1,0,1,0.0410958904109589,1,0.208392963203463,600,4000
0.45,1,0,88,76,0,0,93,72,3,0,92,70,0.012987012987013,1,0,1,0.0410958904109589,1,0.208392963203463,700,4000
0.45,0,0,88,77,0,0,93,72,3,0,92,70,0,1,0,1,0.0410958904109589,1,0.208392963203463,800,4000
0.45,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.208392963203463,900,4000
0.45,1,0,88,76,0,0,93,72,2,0,92,71,0.012987012987013,1,0,1,0.0273972602739726,1,0.208392963203463,all,4000
0.45,1,0,88,76,2,0,93,70,6,0,92,67,0.012987012987013,1,0.0277777777777778,1,0.0821917808219178,1,0.260474452380952,100,5000
0.45,1,0,88,76,3,0,93,69,4,0,92,69,0.012987012987013,1,0.0416666666666667,1,0.0547945205479452,1,0.260474452380952,200,5000
0.45,1,0,88,76,2,0,93,70,4,0,92,69,0.012987012987013,1,0.0277777777777778,1,0.0547945205479452,1,0.260474452380952,300,5000
0.45,2,0,88,75,2,0,93,70,5,0,92,68,0.025974025974026,1,0.0277777777777778,1,0.0684931506849315,1,0.260474452380952,400,5000
0.45,0,0,88,77,3,0,93,69,5,0,92,68,0,1,0.0416666666666667,1,0.0684931506849315,1,0.260474452380952,500,5000
0.45,2,0,88,75,2,0,93,70,5,0,92,68,0.025974025974026,1,0.0277777777777778,1,0.0684931506849315,1,0.260474452380952,600,5000
0.45,1,0,88,76,2,0,93,70,5,0,92,68,0.012987012987013,1,0.0277777777777778,1,0.0684931506849315,1,0.260474452380952,700,5000
0.45,1,0,88,76,2,0,93,70,5,0,92,68,0.012987012987013,1,0.0277777777777778,1,0.0684931506849315,1,0.260474452380952,800,5000
0.45,1,0,88,76,2,0,93,70,5,0,92,68,0.012987012987013,1,0.0277777777777778,1,0.0684931506849315,1,0.260474452380952,900,5000
0.45,2,0,88,75,2,0,93,70,5,0,92,68,0.025974025974026,1,0.0277777777777778,1,0.0684931506849315,1,0.260474452380952,all,5000
0.45,2,0,88,75,3,0,93,69,7,0,92,66,0.025974025974026,1,0.0416666666666667,1,0.0958904109589041,1,0.312531655844156,100,6000
0.45,2,0,88,75,4,0,93,68,6,0,92,67,0.025974025974026,1,0.0555555555555556,1,0.0821917808219178,1,0.312531655844156,200,6000
0.45,1,0,88,76,2,0,93,70,6,0,92,67,0.012987012987013,1,0.0277777777777778,1,0.0821917808219178,1,0.312531655844156,300,6000
0.45,2,0,88,75,2,0,93,70,8,0,92,65,0.025974025974026,1,0.0277777777777778,1,0.10958904109589,1,0.312531655844156,400,6000
0.45,3,0,88,74,4,0,93,68,7,0,92,66,0.038961038961039,1,0.0555555555555556,1,0.0958904109589041,1,0.312531655844156,500,6000
0.45,2,0,88,75,2,0,93,70,7,0,92,66,0.025974025974026,1,0.0277777777777778,1,0.0958904109589041,1,0.312531655844156,600,6000
0.45,2,0,88,75,3,0,93,69,7,0,92,66,0.025974025974026,1,0.0416666666666667,1,0.0958904109589041,1,0.312531655844156,700,6000
0.45,3,0,88,74,2,0,93,70,7,0,92,66,0.038961038961039,1,0.0277777777777778,1,0.0958904109589041,1,0.312531655844156,800,6000
0.45,2,0,88,75,3,0,93,69,7,0,92,66,0.025974025974026,1,0.0416666666666667,1,0.0958904109589041,1,0.312531655844156,900,6000
0.45,2,0,88,75,3,0,93,69,7,0,92,66,0.025974025974026,1,0.0416666666666667,1,0.0958904109589041,1,0.312531655844156,all,6000
0.45,5,0,88,72,5,0,93,67,11,0,92,62,0.0649350649350649,1,0.0694444444444445,1,0.150684931506849,1,0.364575491341991,100,7000
0.45,3,0,88,74,7,0,93,65,11,0,92,62,0.038961038961039,1,0.0972222222222222,1,0.150684931506849,1,0.364575491341991,200,7000
0.45,4,0,88,73,5,0,93,67,10,0,92,63,0.051948051948052,1,0.0694444444444445,1,0.136986301369863,1,0.364575491341991,300,7000
0.45,5,0,88,72,6,0,93,66,12,0,92,61,0.0649350649350649,1,0.0833333333333333,1,0.164383561643836,1,0.364575491341991,400,7000
0.45,5,0,88,72,6,0,93,66,11,0,92,62,0.0649350649350649,1,0.0833333333333333,1,0.150684931506849,1,0.364575491341991,500,7000
0.45,5,0,88,72,4,0,93,68,11,0,92,62,0.0649350649350649,1,0.0555555555555556,1,0.150684931506849,1,0.364575491341991,600,7000
0.45,6,0,88,71,6,0,93,66,11,0,92,62,0.0779220779220779,1,0.0833333333333333,1,0.150684931506849,1,0.364575491341991,700,7000
0.45,5,0,88,72,5,0,93,67,11,0,92,62,0.0649350649350649,1,0.0694444444444445,1,0.150684931506849,1,0.364575491341991,800,7000
0.45,4,0,88,73,6,0,93,66,11,0,92,62,0.051948051948052,1,0.0833333333333333,1,0.150684931506849,1,0.364575491341991,900,7000
0.45,4,0,88,73,6,0,93,66,11,0,92,62,0.051948051948052,1,0.0833333333333333,1,0.150684931506849,1,0.364575491341991,all,7000
0.45,11,0,88,66,10,0,93,62,12,0,92,61,0.142857142857143,1,0.138888888888889,1,0.164383561643836,1,0.416625766233766,100,8000
0.45,10,0,88,67,12,0,93,60,14,0,92,59,0.12987012987013,1,0.166666666666667,1,0.191780821917808,1,0.416625766233766,200,8000
0.45,10,0,88,67,11,0,93,61,14,0,92,59,0.12987012987013,1,0.152777777777778,1,0.191780821917808,1,0.416625766233766,300,8000
0.45,12,0,88,65,13,0,93,59,14,0,92,59,0.155844155844156,1,0.180555555555556,1,0.191780821917808,1,0.416625766233766,400,8000
0.45,8,0,88,69,11,0,93,61,13,0,92,60,0.103896103896104,1,0.152777777777778,1,0.178082191780822,1,0.416625766233766,500,8000
0.45,11,0,88,66,12,0,93,60,13,0,92,60,0.142857142857143,1,0.166666666666667,1,0.178082191780822,1,0.416625766233766,600,8000
0.45,10,0,88,67,13,0,93,59,14,0,92,59,0.12987012987013,1,0.180555555555556,1,0.191780821917808,1,0.416625766233766,700,8000
0.45,11,0,88,66,12,0,93,60,13,0,92,60,0.142857142857143,1,0.166666666666667,1,0.178082191780822,1,0.416625766233766,800,8000
0.45,9,0,88,68,13,0,93,59,13,0,92,60,0.116883116883117,1,0.180555555555556,1,0.178082191780822,1,0.416625766233766,900,8000
0.45,10,0,88,67,13,0,93,59,13,0,92,60,0.12987012987013,1,0.180555555555556,1,0.178082191780822,1,0.416625766233766,all,8000
0.5,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,100,1000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,200,1000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,300,1000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,400,1000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,500,1000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,600,1000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,700,1000
0.5,0,0,88,77,0,0,93,72,0,0,92,73,0,1,0,1,0,1,0.0521236536796537,800,1000
