resolution,basecall_method,reads,barcode,mecA,lukF_PV,lukS_PV,mecA_pred,pvl_pred,shared_hashes,mecA_first,pvl_first,mecA_pred_major,pvl_pred_major
1k,fast,1000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL+,PVL*,PVL*,PVL*","298,297,297,296,295",TRUE,FALSE,TRUE,FALSE
1k,fast,1000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL+,PVL*,PVL*,PVL*","298,297,297,296,295",TRUE,FALSE,TRUE,FALSE
1k,fast,1000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL+,PVL*,PVL*,PVL*","298,297,297,296,295",TRUE,FALSE,TRUE,FALSE
1k,fast,1000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL+,PVL*,PVL*,PVL*","298,297,297,296,295",TRUE,FALSE,TRUE,FALSE
1k,fast,1000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL+,PVL*,PVL*,PVL*","298,297,297,296,295",TRUE,FALSE,TRUE,FALSE
1k,fast,2000,01,FALSE,FALSE,FALSE,"MRSA,MSSA,MSSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL+","261,259,258,255,254",TRUE,FALSE,TRUE,FALSE
1k,fast,2000,01,FALSE,FALSE,FALSE,"MRSA,MSSA,MSSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL+","261,259,258,255,254",TRUE,FALSE,TRUE,FALSE
1k,fast,2000,01,FALSE,FALSE,FALSE,"MRSA,MSSA,MSSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL+","261,259,258,255,254",TRUE,FALSE,TRUE,FALSE
1k,fast,2000,01,FALSE,FALSE,FALSE,"MRSA,MSSA,MSSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL+","261,259,258,255,254",TRUE,FALSE,TRUE,FALSE
1k,fast,2000,01,FALSE,FALSE,FALSE,"MRSA,MSSA,MSSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL+","261,259,258,255,254",TRUE,FALSE,TRUE,FALSE
1k,fast,3000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","210,208,205,204,203",FALSE,FALSE,FALSE,FALSE
1k,fast,3000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","210,208,205,204,203",FALSE,FALSE,FALSE,FALSE
1k,fast,3000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","210,208,205,204,203",FALSE,FALSE,FALSE,FALSE
1k,fast,3000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","210,208,205,204,203",FALSE,FALSE,FALSE,FALSE
1k,fast,3000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","210,208,205,204,203",FALSE,FALSE,FALSE,FALSE
1k,fast,4000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","191,191,186,185,184",FALSE,FALSE,TRUE,FALSE
1k,fast,4000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","191,191,186,185,184",FALSE,FALSE,TRUE,FALSE
1k,fast,4000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","191,191,186,185,184",FALSE,FALSE,TRUE,FALSE
1k,fast,4000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","191,191,186,185,184",FALSE,FALSE,TRUE,FALSE
1k,fast,4000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","191,191,186,185,184",FALSE,FALSE,TRUE,FALSE
1k,fast,5000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MSSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","175,172,169,168,168",FALSE,FALSE,FALSE,FALSE
1k,fast,5000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MSSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","175,172,169,168,168",FALSE,FALSE,FALSE,FALSE
1k,fast,5000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MSSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","175,172,169,168,168",FALSE,FALSE,FALSE,FALSE
1k,fast,5000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MSSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","175,172,169,168,168",FALSE,FALSE,FALSE,FALSE
1k,fast,5000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MSSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","175,172,169,168,168",FALSE,FALSE,FALSE,FALSE
1k,fast,6000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL+,PVL+","158,157,156,153,152",FALSE,FALSE,FALSE,FALSE
1k,fast,6000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL+,PVL+","158,157,156,153,152",FALSE,FALSE,FALSE,FALSE
1k,fast,6000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL+,PVL+","158,157,156,153,152",FALSE,FALSE,FALSE,FALSE
1k,fast,6000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL+,PVL+","158,157,156,153,152",FALSE,FALSE,FALSE,FALSE
1k,fast,6000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL+,PVL+","158,157,156,153,152",FALSE,FALSE,FALSE,FALSE
1k,fast,7000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL+,PVL*","141,140,138,137,135",FALSE,FALSE,FALSE,FALSE
1k,fast,7000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL+,PVL*","141,140,138,137,135",FALSE,FALSE,FALSE,FALSE
1k,fast,7000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL+,PVL*","141,140,138,137,135",FALSE,FALSE,FALSE,FALSE
1k,fast,7000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL+,PVL*","141,140,138,137,135",FALSE,FALSE,FALSE,FALSE
1k,fast,7000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL+,PVL*","141,140,138,137,135",FALSE,FALSE,FALSE,FALSE
1k,fast,8000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL+,PVL*","128,125,124,124,123",FALSE,FALSE,FALSE,FALSE
1k,fast,8000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL+,PVL*","128,125,124,124,123",FALSE,FALSE,FALSE,FALSE
1k,fast,8000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL+,PVL*","128,125,124,124,123",FALSE,FALSE,FALSE,FALSE
1k,fast,8000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL+,PVL*","128,125,124,124,123",FALSE,FALSE,FALSE,FALSE
1k,fast,8000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MSSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL+,PVL*","128,125,124,124,123",FALSE,FALSE,FALSE,FALSE
1k,hac,1000,01,FALSE,FALSE,FALSE,"MRSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL+,PVL+,PVL+","370,366,366,366,365",TRUE,FALSE,TRUE,FALSE
1k,hac,1000,01,FALSE,FALSE,FALSE,"MRSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL+,PVL+,PVL+","370,366,366,366,365",TRUE,FALSE,TRUE,FALSE
1k,hac,1000,01,FALSE,FALSE,FALSE,"MRSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL+,PVL+,PVL+","370,366,366,366,365",TRUE,FALSE,TRUE,FALSE
1k,hac,1000,01,FALSE,FALSE,FALSE,"MRSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL+,PVL+,PVL+","370,366,366,366,365",TRUE,FALSE,TRUE,FALSE
1k,hac,1000,01,FALSE,FALSE,FALSE,"MRSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL+,PVL+,PVL+","370,366,366,366,365",TRUE,FALSE,TRUE,FALSE
1k,hac,2000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","327,326,320,319,318",FALSE,FALSE,FALSE,FALSE
1k,hac,2000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","327,326,320,319,318",FALSE,FALSE,FALSE,FALSE
1k,hac,2000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","327,326,320,319,318",FALSE,FALSE,FALSE,FALSE
1k,hac,2000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","327,326,320,319,318",FALSE,FALSE,FALSE,FALSE
1k,hac,2000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MSSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","327,326,320,319,318",FALSE,FALSE,FALSE,FALSE
1k,hac,3000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","270,267,266,265,265",FALSE,FALSE,TRUE,FALSE
1k,hac,3000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","270,267,266,265,265",FALSE,FALSE,TRUE,FALSE
1k,hac,3000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","270,267,266,265,265",FALSE,FALSE,TRUE,FALSE
1k,hac,3000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","270,267,266,265,265",FALSE,FALSE,TRUE,FALSE
1k,hac,3000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","270,267,266,265,265",FALSE,FALSE,TRUE,FALSE
1k,hac,4000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL+","244,239,239,238,237",FALSE,FALSE,TRUE,FALSE
1k,hac,4000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL+","244,239,239,238,237",FALSE,FALSE,TRUE,FALSE
1k,hac,4000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL+","244,239,239,238,237",FALSE,FALSE,TRUE,FALSE
1k,hac,4000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL+","244,239,239,238,237",FALSE,FALSE,TRUE,FALSE
1k,hac,4000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL+","244,239,239,238,237",FALSE,FALSE,TRUE,FALSE
1k,hac,5000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL+,PVL*","223,220,220,219,219",FALSE,FALSE,TRUE,FALSE
1k,hac,5000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL+,PVL*","223,220,220,219,219",FALSE,FALSE,TRUE,FALSE
1k,hac,5000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL+,PVL*","223,220,220,219,219",FALSE,FALSE,TRUE,FALSE
1k,hac,5000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL+,PVL*","223,220,220,219,219",FALSE,FALSE,TRUE,FALSE
1k,hac,5000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL+,PVL*","223,220,220,219,219",FALSE,FALSE,TRUE,FALSE
1k,hac,6000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","208,206,204,203,201",FALSE,FALSE,FALSE,FALSE
1k,hac,6000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","208,206,204,203,201",FALSE,FALSE,FALSE,FALSE
1k,hac,6000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","208,206,204,203,201",FALSE,FALSE,FALSE,FALSE
1k,hac,6000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","208,206,204,203,201",FALSE,FALSE,FALSE,FALSE
1k,hac,6000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","208,206,204,203,201",FALSE,FALSE,FALSE,FALSE
1k,hac,7000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","191,191,185,182,182",FALSE,FALSE,FALSE,FALSE
1k,hac,7000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","191,191,185,182,182",FALSE,FALSE,FALSE,FALSE
1k,hac,7000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","191,191,185,182,182",FALSE,FALSE,FALSE,FALSE
1k,hac,7000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","191,191,185,182,182",FALSE,FALSE,FALSE,FALSE
1k,hac,7000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","191,191,185,182,182",FALSE,FALSE,FALSE,FALSE
1k,hac,8000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","176,174,170,169,169",FALSE,FALSE,FALSE,FALSE
1k,hac,8000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","176,174,170,169,169",FALSE,FALSE,FALSE,FALSE
1k,hac,8000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","176,174,170,169,169",FALSE,FALSE,FALSE,FALSE
1k,hac,8000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","176,174,170,169,169",FALSE,FALSE,FALSE,FALSE
1k,hac,8000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","176,174,170,169,169",FALSE,FALSE,FALSE,FALSE
1k,sup,1000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MSSA","PVL+,PVL+,PVL+,PVL+,PVL*","416,416,416,416,413",TRUE,FALSE,TRUE,FALSE
1k,sup,1000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MSSA","PVL+,PVL+,PVL+,PVL+,PVL*","416,416,416,416,413",TRUE,FALSE,TRUE,FALSE
1k,sup,1000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MSSA","PVL+,PVL+,PVL+,PVL+,PVL*","416,416,416,416,413",TRUE,FALSE,TRUE,FALSE
1k,sup,1000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MSSA","PVL+,PVL+,PVL+,PVL+,PVL*","416,416,416,416,413",TRUE,FALSE,TRUE,FALSE
1k,sup,1000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MSSA","PVL+,PVL+,PVL+,PVL+,PVL*","416,416,416,416,413",TRUE,FALSE,TRUE,FALSE
1k,sup,2000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL+,PVL+,PVL+","363,359,359,357,356",FALSE,FALSE,TRUE,FALSE
1k,sup,2000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL+,PVL+,PVL+","363,359,359,357,356",FALSE,FALSE,TRUE,FALSE
1k,sup,2000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL+,PVL+,PVL+","363,359,359,357,356",FALSE,FALSE,TRUE,FALSE
1k,sup,2000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL+,PVL+,PVL+","363,359,359,357,356",FALSE,FALSE,TRUE,FALSE
1k,sup,2000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL+,PVL+,PVL+","363,359,359,357,356",FALSE,FALSE,TRUE,FALSE
1k,sup,3000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL+,PVL+,PVL+,PVL*","318,318,318,318,317",FALSE,FALSE,TRUE,FALSE
1k,sup,3000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL+,PVL+,PVL+,PVL*","318,318,318,318,317",FALSE,FALSE,TRUE,FALSE
1k,sup,3000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL+,PVL+,PVL+,PVL*","318,318,318,318,317",FALSE,FALSE,TRUE,FALSE
1k,sup,3000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL+,PVL+,PVL+,PVL*","318,318,318,318,317",FALSE,FALSE,TRUE,FALSE
1k,sup,3000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL+,PVL+,PVL+,PVL*","318,318,318,318,317",FALSE,FALSE,TRUE,FALSE
1k,sup,4000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","287,287,285,284,284",FALSE,FALSE,TRUE,FALSE
1k,sup,4000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","287,287,285,284,284",FALSE,FALSE,TRUE,FALSE
1k,sup,4000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","287,287,285,284,284",FALSE,FALSE,TRUE,FALSE
1k,sup,4000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","287,287,285,284,284",FALSE,FALSE,TRUE,FALSE
1k,sup,4000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","287,287,285,284,284",FALSE,FALSE,TRUE,FALSE
1k,sup,5000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MRSA,MRSA","PVL*,PVL+,PVL*,PVL*,PVL*","260,256,256,256,255",FALSE,FALSE,TRUE,FALSE
1k,sup,5000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MRSA,MRSA","PVL*,PVL+,PVL*,PVL*,PVL*","260,256,256,256,255",FALSE,FALSE,TRUE,FALSE
1k,sup,5000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MRSA,MRSA","PVL*,PVL+,PVL*,PVL*,PVL*","260,256,256,256,255",FALSE,FALSE,TRUE,FALSE
1k,sup,5000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MRSA,MRSA","PVL*,PVL+,PVL*,PVL*,PVL*","260,256,256,256,255",FALSE,FALSE,TRUE,FALSE
1k,sup,5000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MRSA,MRSA","PVL*,PVL+,PVL*,PVL*,PVL*","260,256,256,256,255",FALSE,FALSE,TRUE,FALSE
1k,sup,6000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MSSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","247,243,242,241,241",FALSE,FALSE,FALSE,FALSE
1k,sup,6000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MSSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","247,243,242,241,241",FALSE,FALSE,FALSE,FALSE
1k,sup,6000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MSSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","247,243,242,241,241",FALSE,FALSE,FALSE,FALSE
1k,sup,6000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MSSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","247,243,242,241,241",FALSE,FALSE,FALSE,FALSE
1k,sup,6000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MSSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","247,243,242,241,241",FALSE,FALSE,FALSE,FALSE
1k,sup,7000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","221,218,217,217,215",FALSE,FALSE,FALSE,FALSE
1k,sup,7000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","221,218,217,217,215",FALSE,FALSE,FALSE,FALSE
1k,sup,7000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","221,218,217,217,215",FALSE,FALSE,FALSE,FALSE
1k,sup,7000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","221,218,217,217,215",FALSE,FALSE,FALSE,FALSE
1k,sup,7000,01,FALSE,FALSE,FALSE,"MSSA,MRSA,MSSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","221,218,217,217,215",FALSE,FALSE,FALSE,FALSE
1k,sup,8000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","202,201,198,196,195",FALSE,FALSE,FALSE,FALSE
1k,sup,8000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","202,201,198,196,195",FALSE,FALSE,FALSE,FALSE
1k,sup,8000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","202,201,198,196,195",FALSE,FALSE,FALSE,FALSE
1k,sup,8000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","202,201,198,196,195",FALSE,FALSE,FALSE,FALSE
1k,sup,8000,01,FALSE,FALSE,FALSE,"MSSA,MSSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","202,201,198,196,195",FALSE,FALSE,FALSE,FALSE
10k,fast,1000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL+,PVL+,PVL*,PVL+,PVL+","2787,2783,2775,2774,2773",TRUE,FALSE,TRUE,FALSE
10k,fast,1000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL+,PVL+,PVL*,PVL+,PVL+","2787,2783,2775,2774,2773",TRUE,FALSE,TRUE,FALSE
10k,fast,1000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL+,PVL+,PVL*,PVL+,PVL+","2787,2783,2775,2774,2773",TRUE,FALSE,TRUE,FALSE
10k,fast,1000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL+,PVL+,PVL*,PVL+,PVL+","2787,2783,2775,2774,2773",TRUE,FALSE,TRUE,FALSE
10k,fast,1000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL+,PVL+,PVL*,PVL+,PVL+","2787,2783,2775,2774,2773",TRUE,FALSE,TRUE,FALSE
10k,fast,2000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL+,PVL+,PVL+,PVL+,PVL+","2328,2327,2327,2325,2325",TRUE,FALSE,TRUE,FALSE
10k,fast,2000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL+,PVL+,PVL+,PVL+,PVL+","2328,2327,2327,2325,2325",TRUE,FALSE,TRUE,FALSE
10k,fast,2000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL+,PVL+,PVL+,PVL+,PVL+","2328,2327,2327,2325,2325",TRUE,FALSE,TRUE,FALSE
10k,fast,2000,01,FALSE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL+,PVL+,PVL+,PVL+,PVL+","2328,2327,2327,2325,2325",TRUE,FALSE,TRUE,FALSE
