resolution,basecall_method,reads,barcode,mecA,lukF_PV,lukS_PV,mecA_pred,pvl_pred,shared_hashes,mecA_first,pvl_first,mecA_pred_major,pvl_pred_major
1k,hac,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","234,233,233,232,231",TRUE,FALSE,TRUE,FALSE
1k,hac,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","234,233,233,232,231",TRUE,FALSE,TRUE,FALSE
1k,hac,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","234,233,233,232,231",TRUE,FALSE,TRUE,FALSE
1k,hac,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","211,209,206,205,205",TRUE,FALSE,TRUE,FALSE
1k,hac,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","211,209,206,205,205",TRUE,FALSE,TRUE,FALSE
1k,hac,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","211,209,206,205,205",TRUE,FALSE,TRUE,FALSE
1k,hac,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","211,209,206,205,205",TRUE,FALSE,TRUE,FALSE
1k,hac,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","211,209,206,205,205",TRUE,FALSE,TRUE,FALSE
1k,hac,6000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","194,191,189,189,189",TRUE,FALSE,TRUE,FALSE
1k,hac,6000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","194,191,189,189,189",TRUE,FALSE,TRUE,FALSE
1k,hac,6000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","194,191,189,189,189",TRUE,FALSE,TRUE,FALSE
1k,hac,6000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","194,191,189,189,189",TRUE,FALSE,TRUE,FALSE
1k,hac,6000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","194,191,189,189,189",TRUE,FALSE,TRUE,FALSE
1k,hac,7000,25,TRUE,FALSE,FALSE,"MRSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","169,169,168,168,166",TRUE,FALSE,TRUE,FALSE
1k,hac,7000,25,TRUE,FALSE,FALSE,"MRSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","169,169,168,168,166",TRUE,FALSE,TRUE,FALSE
1k,hac,7000,25,TRUE,FALSE,FALSE,"MRSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","169,169,168,168,166",TRUE,FALSE,TRUE,FALSE
1k,hac,7000,25,TRUE,FALSE,FALSE,"MRSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","169,169,168,168,166",TRUE,FALSE,TRUE,FALSE
1k,hac,7000,25,TRUE,FALSE,FALSE,"MRSA,MSSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","169,169,168,168,166",TRUE,FALSE,TRUE,FALSE
1k,hac,8000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","155,153,153,151,151",TRUE,FALSE,TRUE,FALSE
1k,hac,8000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","155,153,153,151,151",TRUE,FALSE,TRUE,FALSE
1k,hac,8000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","155,153,153,151,151",TRUE,FALSE,TRUE,FALSE
1k,hac,8000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","155,153,153,151,151",TRUE,FALSE,TRUE,FALSE
1k,hac,8000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MSSA","PVL*,PVL*,PVL*,PVL*,PVL*","155,153,153,151,151",TRUE,FALSE,TRUE,FALSE
1k,sup,1000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","422,419,417,416,416",TRUE,FALSE,TRUE,FALSE
1k,sup,1000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","422,419,417,416,416",TRUE,FALSE,TRUE,FALSE
1k,sup,1000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","422,419,417,416,416",TRUE,FALSE,TRUE,FALSE
1k,sup,1000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","422,419,417,416,416",TRUE,FALSE,TRUE,FALSE
1k,sup,1000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","422,419,417,416,416",TRUE,FALSE,TRUE,FALSE
1k,sup,2000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","360,359,357,356,356",TRUE,FALSE,TRUE,FALSE
1k,sup,2000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","360,359,357,356,356",TRUE,FALSE,TRUE,FALSE
1k,sup,2000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","360,359,357,356,356",TRUE,FALSE,TRUE,FALSE
1k,sup,2000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","360,359,357,356,356",TRUE,FALSE,TRUE,FALSE
1k,sup,2000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","360,359,357,356,356",TRUE,FALSE,TRUE,FALSE
1k,sup,3000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","320,319,315,315,314",TRUE,FALSE,TRUE,FALSE
1k,sup,3000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","320,319,315,315,314",TRUE,FALSE,TRUE,FALSE
1k,sup,3000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","320,319,315,315,314",TRUE,FALSE,TRUE,FALSE
1k,sup,3000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","320,319,315,315,314",TRUE,FALSE,TRUE,FALSE
1k,sup,3000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","320,319,315,315,314",TRUE,FALSE,TRUE,FALSE
1k,sup,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","285,280,280,280,279",TRUE,FALSE,TRUE,FALSE
1k,sup,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","285,280,280,280,279",TRUE,FALSE,TRUE,FALSE
1k,sup,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","285,280,280,280,279",TRUE,FALSE,TRUE,FALSE
1k,sup,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","285,280,280,280,279",TRUE,FALSE,TRUE,FALSE
1k,sup,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","285,280,280,280,279",TRUE,FALSE,TRUE,FALSE
1k,sup,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","260,259,257,257,255",TRUE,FALSE,TRUE,FALSE
1k,sup,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","260,259,257,257,255",TRUE,FALSE,TRUE,FALSE
1k,sup,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","260,259,257,257,255",TRUE,FALSE,TRUE,FALSE
1k,sup,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","260,259,257,257,255",TRUE,FALSE,TRUE,FALSE
1k,sup,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","260,259,257,257,255",TRUE,FALSE,TRUE,FALSE
1k,sup,6000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","237,237,235,235,234",TRUE,FALSE,TRUE,FALSE
1k,sup,6000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","237,237,235,235,234",TRUE,FALSE,TRUE,FALSE
1k,sup,6000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","237,237,235,235,234",TRUE,FALSE,TRUE,FALSE
1k,sup,6000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","237,237,235,235,234",TRUE,FALSE,TRUE,FALSE
1k,sup,6000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","237,237,235,235,234",TRUE,FALSE,TRUE,FALSE
1k,sup,7000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","211,210,207,207,206",TRUE,FALSE,TRUE,FALSE
1k,sup,7000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","211,210,207,207,206",TRUE,FALSE,TRUE,FALSE
1k,sup,7000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","211,210,207,207,206",TRUE,FALSE,TRUE,FALSE
1k,sup,7000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","211,210,207,207,206",TRUE,FALSE,TRUE,FALSE
1k,sup,7000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","211,210,207,207,206",TRUE,FALSE,TRUE,FALSE
1k,sup,8000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","190,188,187,187,187",TRUE,FALSE,TRUE,FALSE
1k,sup,8000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","190,188,187,187,187",TRUE,FALSE,TRUE,FALSE
1k,sup,8000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","190,188,187,187,187",TRUE,FALSE,TRUE,FALSE
1k,sup,8000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","190,188,187,187,187",TRUE,FALSE,TRUE,FALSE
1k,sup,8000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","190,188,187,187,187",TRUE,FALSE,TRUE,FALSE
10k,fast,1000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2940,2939,2938,2937,2924",TRUE,FALSE,TRUE,FALSE
10k,fast,1000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2940,2939,2938,2937,2924",TRUE,FALSE,TRUE,FALSE
10k,fast,1000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2940,2939,2938,2937,2924",TRUE,FALSE,TRUE,FALSE
10k,fast,1000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2940,2939,2938,2937,2924",TRUE,FALSE,TRUE,FALSE
10k,fast,1000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2940,2939,2938,2937,2924",TRUE,FALSE,TRUE,FALSE
10k,fast,2000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL-,PVL*,PVL*,PVL*","2350,2319,2317,2316,2315",TRUE,FALSE,TRUE,FALSE
10k,fast,2000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL-,PVL*,PVL*,PVL*","2350,2319,2317,2316,2315",TRUE,FALSE,TRUE,FALSE
10k,fast,2000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL-,PVL*,PVL*,PVL*","2350,2319,2317,2316,2315",TRUE,FALSE,TRUE,FALSE
10k,fast,2000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL-,PVL*,PVL*,PVL*","2350,2319,2317,2316,2315",TRUE,FALSE,TRUE,FALSE
10k,fast,2000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL-,PVL*,PVL*,PVL*","2350,2319,2317,2316,2315",TRUE,FALSE,TRUE,FALSE
10k,fast,3000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1962,1952,1946,1943,1941",TRUE,FALSE,TRUE,FALSE
10k,fast,3000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1962,1952,1946,1943,1941",TRUE,FALSE,TRUE,FALSE
10k,fast,3000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1962,1952,1946,1943,1941",TRUE,FALSE,TRUE,FALSE
10k,fast,3000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1962,1952,1946,1943,1941",TRUE,FALSE,TRUE,FALSE
10k,fast,3000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1962,1952,1946,1943,1941",TRUE,FALSE,TRUE,FALSE
10k,fast,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1641,1631,1627,1625,1624",TRUE,FALSE,TRUE,FALSE
10k,fast,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1641,1631,1627,1625,1624",TRUE,FALSE,TRUE,FALSE
10k,fast,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1641,1631,1627,1625,1624",TRUE,FALSE,TRUE,FALSE
10k,fast,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1641,1631,1627,1625,1624",TRUE,FALSE,TRUE,FALSE
10k,fast,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1641,1631,1627,1625,1624",TRUE,FALSE,TRUE,FALSE
10k,fast,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1444,1439,1438,1438,1434",TRUE,FALSE,TRUE,FALSE
10k,fast,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1444,1439,1438,1438,1434",TRUE,FALSE,TRUE,FALSE
10k,fast,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1444,1439,1438,1438,1434",TRUE,FALSE,TRUE,FALSE
10k,fast,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1444,1439,1438,1438,1434",TRUE,FALSE,TRUE,FALSE
10k,fast,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1444,1439,1438,1438,1434",TRUE,FALSE,TRUE,FALSE
10k,fast,6000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1313,1307,1306,1303,1302",TRUE,FALSE,TRUE,FALSE
10k,fast,6000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1313,1307,1306,1303,1302",TRUE,FALSE,TRUE,FALSE
10k,fast,6000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1313,1307,1306,1303,1302",TRUE,FALSE,TRUE,FALSE
10k,fast,6000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1313,1307,1306,1303,1302",TRUE,FALSE,TRUE,FALSE
10k,fast,6000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1313,1307,1306,1303,1302",TRUE,FALSE,TRUE,FALSE
10k,fast,7000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1153,1149,1149,1141,1141",TRUE,FALSE,TRUE,FALSE
10k,fast,7000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1153,1149,1149,1141,1141",TRUE,FALSE,TRUE,FALSE
10k,fast,7000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1153,1149,1149,1141,1141",TRUE,FALSE,TRUE,FALSE
10k,fast,7000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1153,1149,1149,1141,1141",TRUE,FALSE,TRUE,FALSE
10k,fast,7000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1153,1149,1149,1141,1141",TRUE,FALSE,TRUE,FALSE
10k,fast,8000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1016,1016,1010,1008,1008",TRUE,FALSE,TRUE,FALSE
10k,fast,8000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1016,1016,1010,1008,1008",TRUE,FALSE,TRUE,FALSE
10k,fast,8000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1016,1016,1010,1008,1008",TRUE,FALSE,TRUE,FALSE
10k,fast,8000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1016,1016,1010,1008,1008",TRUE,FALSE,TRUE,FALSE
10k,fast,8000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1016,1016,1010,1008,1008",TRUE,FALSE,TRUE,FALSE
10k,hac,1000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","3644,3644,3643,3642,3628",TRUE,FALSE,TRUE,FALSE
10k,hac,1000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","3644,3644,3643,3642,3628",TRUE,FALSE,TRUE,FALSE
10k,hac,1000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","3644,3644,3643,3642,3628",TRUE,FALSE,TRUE,FALSE
10k,hac,1000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","3644,3644,3643,3642,3628",TRUE,FALSE,TRUE,FALSE
10k,hac,1000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","3644,3644,3643,3642,3628",TRUE,FALSE,TRUE,FALSE
10k,hac,2000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2990,2975,2969,2958,2957",TRUE,FALSE,TRUE,FALSE
10k,hac,2000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2990,2975,2969,2958,2957",TRUE,FALSE,TRUE,FALSE
10k,hac,2000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2990,2975,2969,2958,2957",TRUE,FALSE,TRUE,FALSE
10k,hac,2000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2990,2975,2969,2958,2957",TRUE,FALSE,TRUE,FALSE
10k,hac,2000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2990,2975,2969,2958,2957",TRUE,FALSE,TRUE,FALSE
10k,hac,3000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2556,2538,2537,2535,2529",TRUE,FALSE,TRUE,FALSE
10k,hac,3000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2556,2538,2537,2535,2529",TRUE,FALSE,TRUE,FALSE
10k,hac,3000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2556,2538,2537,2535,2529",TRUE,FALSE,TRUE,FALSE
10k,hac,3000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2556,2538,2537,2535,2529",TRUE,FALSE,TRUE,FALSE
10k,hac,3000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2556,2538,2537,2535,2529",TRUE,FALSE,TRUE,FALSE
10k,hac,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2213,2204,2202,2202,2198",TRUE,FALSE,TRUE,FALSE
10k,hac,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2213,2204,2202,2202,2198",TRUE,FALSE,TRUE,FALSE
10k,hac,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2213,2204,2202,2202,2198",TRUE,FALSE,TRUE,FALSE
10k,hac,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2213,2204,2202,2202,2198",TRUE,FALSE,TRUE,FALSE
10k,hac,4000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","2213,2204,2202,2202,2198",TRUE,FALSE,TRUE,FALSE
10k,hac,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1984,1975,1974,1973,1971",TRUE,FALSE,TRUE,FALSE
10k,hac,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1984,1975,1974,1973,1971",TRUE,FALSE,TRUE,FALSE
10k,hac,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1984,1975,1974,1973,1971",TRUE,FALSE,TRUE,FALSE
10k,hac,5000,25,TRUE,FALSE,FALSE,"MRSA,MRSA,MRSA,MRSA,MRSA","PVL*,PVL*,PVL*,PVL*,PVL*","1984,1975,1974,1973,1971",TRUE,FALSE,TRUE,FALSE
