seq_name,mecA,lukF_PV,lukS_PV,id,estimated_coverage,reads_used,mecA_rcount,mecA_prop,lukS_rcount,lukS_prop,lukF_rcount,lukF_prop,n_sequence_used
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,22.5046971428571,7000,614,1,477,0.325,472,0.361666666666667,600
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,25.7681446428571,8000,732,1,546,0.346666666666667,538,0.381666666666667,600
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,3.10686321428571,1000,101,0.897142857142857,70,0.118571428571429,66,0.135714285714286,700
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,6.26453285714286,2000,183,0.9,143,0.175714285714286,160,0.205714285714286,700
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,9.47109071428571,3000,282,0.968571428571429,217,0.215714285714286,223,0.248571428571429,700
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,12.7298503571429,4000,373,0.977142857142857,280,0.24,314,0.291428571428571,700
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,16.0237689285714,5000,475,0.991428571428571,347,0.264285714285714,403,0.332857142857143,700
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,19.2066017857143,6000,566,0.998571428571429,409,0.288571428571429,481,0.355714285714286,700
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,22.5046971428571,7000,676,1,482,0.315714285714286,567,0.38,700
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,25.7681446428571,8000,788,1,555,0.334285714285714,654,0.398571428571429,700
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,3.10686321428571,1000,100,0.91125,70,0.1125,68,0.1375,800
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,6.26453285714286,2000,186,0.91375,153,0.1625,166,0.2075,800
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,9.47109071428571,3000,283,0.9725,232,0.20375,237,0.25125,800
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,12.7298503571429,4000,373,0.9825,299,0.22625,333,0.29,800
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,16.0237689285714,5000,484,0.98875,380,0.25375,424,0.325,800
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,19.2066017857143,6000,581,0.9975,453,0.27875,507,0.345,800
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,22.5046971428571,7000,699,1,530,0.305,600,0.37125,800
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,25.7681446428571,8000,830,1,612,0.3275,696,0.39,800
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,3.10686321428571,1000,134,0.894444444444444,78,0.115555555555556,79,0.137777777777778,900
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,6.26453285714286,2000,236,0.896666666666667,167,0.17,179,0.204444444444444,900
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,9.47109071428571,3000,347,0.972222222222222,252,0.212222222222222,256,0.248888888888889,900
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,12.7298503571429,4000,448,0.977777777777778,326,0.236666666666667,365,0.295555555555556,900
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,16.0237689285714,5000,583,0.99,413,0.264444444444444,464,0.331111111111111,900
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,19.2066017857143,6000,688,1,492,0.288888888888889,554,0.353333333333333,900
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,22.5046971428571,7000,826,1,575,0.312222222222222,653,0.38,900
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,25.7681446428571,8000,960,1,661,0.334444444444444,756,0.4,900
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,3.10686321428571,1000,218,0.905811623246493,78,0.114718614718615,84,0.132368148914168,all
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,6.26453285714286,2000,402,0.908316633266533,167,0.168831168831169,201,0.203722854188211,all
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,9.47109071428571,3000,601,0.971943887775551,253,0.20995670995671,283,0.250258531540848,all
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,12.7298503571429,4000,812,0.978957915831663,328,0.234848484848485,402,0.295760082730093,all
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,16.0237689285714,5000,1036,0.988476953907816,415,0.261904761904762,512,0.332988624612203,all
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,19.2066017857143,6000,1237,0.998496993987976,496,0.287878787878788,618,0.354705274043433,all
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,22.5046971428571,7000,1461,1,580,0.313852813852814,726,0.37952430196484,all
38720_7726_MF_67,TRUE,FALSE,FALSE,38720,25.7681446428571,8000,1700,1,666,0.335497835497836,839,0.400206825232678,all
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,3.17421714285714,1000,19,0.14,18,0.11,28,0.16,100
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,6.45383785714286,2000,42,0.18,29,0.16,45,0.24,100
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,9.59525857142857,3000,58,0.21,40,0.2,66,0.27,100
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,12.8800971428571,4000,68,0.23,52,0.21,80,0.28,100
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,16.1507789285714,5000,83,0.25,69,0.24,102,0.35,100
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,19.46699,6000,109,0.28,83,0.27,121,0.37,100
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,22.6410007142857,7000,127,0.29,91,0.27,138,0.4,100
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,25.7511485714286,8000,138,0.29,96,0.28,157,0.43,100
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,3.17421714285714,1000,38,0.16,37,0.115,28,0.135,200
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,6.45383785714286,2000,78,0.235,73,0.2,46,0.155,200
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,9.59525857142857,3000,118,0.29,96,0.24,69,0.195,200
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,12.8800971428571,4000,162,0.32,136,0.26,92,0.215,200
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,16.1507789285714,5000,194,0.37,168,0.315,113,0.26,200
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,19.46699,6000,228,0.385,188,0.33,134,0.29,200
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,22.6410007142857,7000,263,0.39,218,0.345,160,0.34,200
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,25.7511485714286,8000,290,0.405,239,0.36,176,0.355,200
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,3.17421714285714,1000,47,0.123333333333333,47,0.11,55,0.166666666666667,300
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,6.45383785714286,2000,99,0.183333333333333,78,0.146666666666667,100,0.236666666666667,300
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,9.59525857142857,3000,146,0.236666666666667,106,0.203333333333333,149,0.28,300
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,12.8800971428571,4000,198,0.27,153,0.24,196,0.316666666666667,300
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,16.1507789285714,5000,256,0.316666666666667,185,0.25,245,0.356666666666667,300
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,19.46699,6000,303,0.333333333333333,227,0.286666666666667,291,0.376666666666667,300
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,22.6410007142857,7000,344,0.353333333333333,263,0.3,339,0.396666666666667,300
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,25.7511485714286,8000,390,0.373333333333333,294,0.32,380,0.413333333333333,300
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,3.17421714285714,1000,57,0.1125,61,0.1275,60,0.14,400
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,6.45383785714286,2000,112,0.1575,124,0.1975,106,0.185,400
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,9.59525857142857,3000,177,0.225,166,0.23,156,0.235,400
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,12.8800971428571,4000,251,0.265,228,0.2575,211,0.2675,400
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,16.1507789285714,5000,301,0.2975,279,0.285,270,0.2925,400
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,19.46699,6000,369,0.3225,329,0.32,319,0.3125,400
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,22.6410007142857,7000,422,0.335,379,0.335,378,0.345,400
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,25.7511485714286,8000,468,0.365,421,0.3475,427,0.365,400
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,3.17421714285714,1000,70,0.118,65,0.126,72,0.138,500
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,6.45383785714286,2000,146,0.184,114,0.17,129,0.196,500
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,9.59525857142857,3000,223,0.242,151,0.214,182,0.24,500
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,12.8800971428571,4000,317,0.286,207,0.236,240,0.27,500
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,16.1507789285714,5000,375,0.318,264,0.268,301,0.304,500
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,19.46699,6000,449,0.338,320,0.306,358,0.318,500
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,22.6410007142857,7000,507,0.36,365,0.322,425,0.356,500
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,25.7511485714286,8000,574,0.378,407,0.336,477,0.366,500
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,3.17421714285714,1000,85,0.101666666666667,76,0.121666666666667,80,0.148333333333333,600
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,6.45383785714286,2000,168,0.161666666666667,142,0.17,140,0.198333333333333,600
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,9.59525857142857,3000,252,0.22,195,0.208333333333333,208,0.256666666666667,600
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,12.8800971428571,4000,355,0.258333333333333,278,0.231666666666667,275,0.283333333333333,600
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,16.1507789285714,5000,441,0.296666666666667,346,0.255,341,0.311666666666667,600
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,19.46699,6000,532,0.325,414,0.285,403,0.333333333333333,600
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,22.6410007142857,7000,610,0.343333333333333,474,0.296666666666667,474,0.363333333333333,600
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,25.7511485714286,8000,686,0.368333333333333,532,0.313333333333333,534,0.39,600
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,3.17421714285714,1000,96,0.108571428571429,74,0.115714285714286,107,0.16,700
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,6.45383785714286,2000,194,0.165714285714286,150,0.168571428571429,173,0.218571428571429,700
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,9.59525857142857,3000,287,0.208571428571429,205,0.214285714285714,259,0.272857142857143,700
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,12.8800971428571,4000,412,0.238571428571429,284,0.244285714285714,341,0.305714285714286,700
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,16.1507789285714,5000,504,0.272857142857143,353,0.271428571428571,428,0.34,700
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,19.46699,6000,614,0.304285714285714,423,0.304285714285714,509,0.367142857142857,700
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,22.6410007142857,7000,707,0.32,490,0.315714285714286,595,0.397142857142857,700
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,25.7511485714286,8000,798,0.344285714285714,550,0.33,674,0.418571428571429,700
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,3.17421714285714,1000,100,0.1175,89,0.12,107,0.16375,800
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,6.45383785714286,2000,206,0.17375,168,0.1725,186,0.215,800
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,9.59525857142857,3000,314,0.225,227,0.215,275,0.26,800
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,12.8800971428571,4000,433,0.27,317,0.24125,364,0.29375,800
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,16.1507789285714,5000,530,0.30375,391,0.2675,456,0.32625,800
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,19.46699,6000,634,0.32375,466,0.2975,546,0.35125,800
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,22.6410007142857,7000,738,0.3425,535,0.30875,637,0.38375,800
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,25.7511485714286,8000,833,0.3625,602,0.32375,723,0.40125,800
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,3.17421714285714,1000,115,0.11,94,0.12,115,0.156666666666667,900
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,6.45383785714286,2000,221,0.17,179,0.167777777777778,199,0.211111111111111,900
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,9.59525857142857,3000,346,0.217777777777778,245,0.213333333333333,298,0.258888888888889,900
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,12.8800971428571,4000,480,0.261111111111111,339,0.238888888888889,387,0.293333333333333,900
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,16.1507789285714,5000,585,0.298888888888889,419,0.265555555555556,473,0.323333333333333,900
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,19.46699,6000,711,0.324444444444444,499,0.297777777777778,572,0.345555555555556,900
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,22.6410007142857,7000,816,0.343333333333333,573,0.311111111111111,668,0.378888888888889,900
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,25.7511485714286,8000,919,0.368888888888889,645,0.325555555555556,753,0.398888888888889,900
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,3.17421714285714,1000,217,0.112224448897796,95,0.12012987012987,127,0.157187176835574,all
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,6.45383785714286,2000,424,0.167334669338677,180,0.167748917748918,220,0.208893485005171,all
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,9.59525857142857,3000,644,0.219438877755511,246,0.212121212121212,327,0.257497414684592,all
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,12.8800971428571,4000,903,0.259018036072144,341,0.238095238095238,426,0.291623578076525,all
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,16.1507789285714,5000,1104,0.293587174348697,422,0.265151515151515,526,0.323681489141675,all
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,19.46699,6000,1328,0.317635270541082,503,0.296536796536797,630,0.346432264736298,all
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,22.6410007142857,7000,1534,0.335170340681363,577,0.30952380952381,736,0.378490175801448,all
38721_7726_MF_68,FALSE,FALSE,FALSE,38721,25.7511485714286,8000,1715,0.353707414829659,650,0.324675324675325,834,0.398138572905894,all
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,3.2413175,1000,18,0.96,9,0.11,12,0.12,100
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,6.44842785714286,2000,41,0.99,18,0.16,28,0.2,100
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,9.55870571428571,3000,55,1,25,0.17,49,0.26,100
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,12.6786035714286,4000,78,1,35,0.22,68,0.3,100
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,15.8156832142857,5000,106,1,48,0.25,89,0.32,100
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,19.0159560714286,6000,125,1,65,0.29,113,0.35,100
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,22.2605175,7000,140,1,76,0.3,133,0.38,100
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,25.4719721428571,8000,153,1,88,0.32,150,0.41,100
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,3.2413175,1000,38,0.94,31,0.13,18,0.115,200
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,6.44842785714286,2000,93,0.985,55,0.18,40,0.16,200
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,9.55870571428571,3000,129,0.995,85,0.205,64,0.205,200
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,12.6786035714286,4000,168,0.995,122,0.265,82,0.235,200
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,15.8156832142857,5000,201,1,152,0.29,111,0.265,200
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,19.0159560714286,6000,245,1,184,0.325,133,0.28,200
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,22.2605175,7000,284,1,218,0.355,164,0.32,200
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,25.4719721428571,8000,318,1,241,0.375,187,0.335,200
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,3.2413175,1000,48,0.94,32,0.1,39,0.123333333333333,300
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,6.44842785714286,2000,102,0.986666666666667,55,0.13,73,0.166666666666667,300
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,9.55870571428571,3000,141,1,88,0.156666666666667,116,0.213333333333333,300
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,12.6786035714286,4000,183,1,119,0.19,156,0.256666666666667,300
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,15.8156832142857,5000,247,1,147,0.21,203,0.276666666666667,300
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,19.0159560714286,6000,293,1,181,0.253333333333333,237,0.3,300
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,22.2605175,7000,347,1,222,0.273333333333333,285,0.323333333333333,300
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,25.4719721428571,8000,391,1,265,0.293333333333333,321,0.343333333333333,300
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,3.2413175,1000,62,0.9225,52,0.1275,49,0.1325,400
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,6.44842785714286,2000,117,0.995,97,0.165,87,0.1825,400
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,9.55870571428571,3000,168,0.9975,147,0.195,140,0.2175,400
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,12.6786035714286,4000,224,0.9975,199,0.23,191,0.2625,400
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,15.8156832142857,5000,284,1,247,0.26,228,0.275,400
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,19.0159560714286,6000,360,1,298,0.29,268,0.2875,400
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,22.2605175,7000,425,1,348,0.2975,311,0.3125,400
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,25.4719721428571,8000,480,1,404,0.32,353,0.335,400
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,3.2413175,1000,73,0.922,54,0.116,54,0.128,500
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,6.44842785714286,2000,139,0.99,97,0.156,121,0.19,500
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,9.55870571428571,3000,191,0.996,142,0.188,191,0.23,500
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,12.6786035714286,4000,243,0.996,188,0.214,253,0.272,500
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,15.8156832142857,5000,314,1,233,0.236,322,0.284,500
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,19.0159560714286,6000,389,1,285,0.264,375,0.31,500
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,22.2605175,7000,467,1,337,0.278,441,0.334,500
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,25.4719721428571,8000,532,1,393,0.302,497,0.352,500
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,3.2413175,1000,96,0.948333333333333,61,0.108333333333333,64,0.135,600
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,6.44842785714286,2000,175,0.991666666666667,118,0.151666666666667,124,0.185,600
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,9.55870571428571,3000,260,0.998333333333333,174,0.178333333333333,197,0.228333333333333,600
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,12.6786035714286,4000,340,0.998333333333333,240,0.211666666666667,263,0.278333333333333,600
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,15.8156832142857,5000,435,1,306,0.243333333333333,332,0.296666666666667,600
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,19.0159560714286,6000,529,1,373,0.276666666666667,392,0.321666666666667,600
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,22.2605175,7000,620,1,448,0.291666666666667,459,0.343333333333333,600
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,25.4719721428571,8000,704,1,517,0.308333333333333,523,0.361666666666667,600
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,3.2413175,1000,91,0.941428571428571,63,0.111428571428571,74,0.134285714285714,700
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,6.44842785714286,2000,185,0.991428571428571,116,0.148571428571429,159,0.197142857142857,700
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,9.55870571428571,3000,277,0.997142857142857,180,0.182857142857143,247,0.244285714285714,700
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,12.6786035714286,4000,361,0.997142857142857,251,0.22,328,0.294285714285714,700
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,15.8156832142857,5000,448,1,318,0.245714285714286,411,0.314285714285714,700
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,19.0159560714286,6000,541,1,382,0.278571428571429,483,0.338571428571429,700
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,22.2605175,7000,633,1,455,0.295714285714286,571,0.365714285714286,700
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,25.4719721428571,8000,729,1,527,0.318571428571429,655,0.382857142857143,700
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,3.2413175,1000,104,0.94,72,0.10625,76,0.13625,800
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,6.44842785714286,2000,200,0.98375,134,0.14625,164,0.19625,800
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,9.55870571428571,3000,289,0.995,204,0.17875,255,0.23625,800
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,12.6786035714286,4000,385,0.99625,275,0.2125,341,0.28125,800
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,15.8156832142857,5000,482,1,341,0.235,437,0.3,800
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,19.0159560714286,6000,582,1,412,0.26625,512,0.32,800
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,22.2605175,7000,691,1,486,0.28125,605,0.345,800
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,25.4719721428571,8000,776,1,560,0.3075,688,0.36375,800
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,3.2413175,1000,128,0.926666666666667,78,0.108888888888889,85,0.14,900
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,6.44842785714286,2000,246,0.988888888888889,145,0.146666666666667,183,0.198888888888889,900
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,9.55870571428571,3000,353,0.995555555555556,221,0.18,284,0.242222222222222,900
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,12.6786035714286,4000,456,0.996666666666667,299,0.214444444444444,378,0.287777777777778,900
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,15.8156832142857,5000,578,1,368,0.241111111111111,482,0.306666666666667,900
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,19.0159560714286,6000,692,1,446,0.273333333333333,564,0.33,900
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,22.2605175,7000,812,1,530,0.288888888888889,664,0.352222222222222,900
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,25.4719721428571,8000,930,1,612,0.308888888888889,760,0.37,900
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,3.2413175,1000,219,0.93186372745491,78,0.108225108225108,95,0.139607032057911,all
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,6.44842785714286,2000,439,0.988977955911824,147,0.146103896103896,201,0.198552223371251,all
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,9.55870571428571,3000,634,0.996492985971944,223,0.178571428571429,308,0.240951396070321,all
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,12.6786035714286,4000,832,0.996993987975952,301,0.212121212121212,409,0.286452947259566,all
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,15.8156832142857,5000,1047,1,371,0.238095238095238,520,0.30506721820062,all
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,19.0159560714286,6000,1251,1,450,0.270562770562771,606,0.327817993795243,all
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,22.2605175,7000,1467,1,535,0.285714285714286,717,0.350568769389866,all
38722_7726_MF_69,TRUE,FALSE,FALSE,38722,25.4719721428571,8000,1666,1,618,0.308441558441558,822,0.367114788004136,all
38723_7726_MF_70,FALSE,FALSE,FALSE,38723,3.26623285714286,1000,16,0.1,10,0.11,22,0.14,100
38723_7726_MF_70,FALSE,FALSE,FALSE,38723,6.46296642857143,2000,40,0.17,22,0.16,40,0.19,100
38723_7726_MF_70,FALSE,FALSE,FALSE,38723,9.740145,3000,57,0.21,32,0.19,58,0.25,100
38723_7726_MF_70,FALSE,FALSE,FALSE,38723,13.0411492857143,4000,69,0.25,41,0.23,82,0.29,100
38723_7726_MF_70,FALSE,FALSE,FALSE,38723,16.2694342857143,5000,79,0.28,48,0.26,95,0.31,100
38723_7726_MF_70,FALSE,FALSE,FALSE,38723,19.4496760714286,6000,88,0.31,60,0.32,114,0.35,100
38723_7726_MF_70,FALSE,FALSE,FALSE,38723,22.6769678571429,7000,101,0.35,70,0.34,132,0.37,100
38723_7726_MF_70,FALSE,FALSE,FALSE,38723,25.9000235714286,8000,115,0.35,77,0.35,150,0.39,100
