barcode,st,n_reads,coverage,arcC,aroE,glpF,gmk,pta,tpi,yqiL,basecall_method,clonal_complex,MLST.CC,CC_filled,note,predicted_cc_is_correct,predicted_mlst_is_single
65,ND,1000,14.44,"",66*,1,"",223*,"","",sup,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,2000,27.73,489*,537*,1,"",223*,227*,"",sup,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,3000,51.71,489*,628*,1,8*,223*,278*,"",sup,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,4000,51.8,489*,628*,1,8*,32*,278*,"",sup,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,5000,73.16,1*,628*,1,8*,441*,402*,"",sup,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,6000,72.12,1,628*,1,8*,441*,402*,257*,sup,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,7000,72.15,1,628*,1,8*,441*,402*,257*,sup,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,8000,74.37,1,397*,1,8*,4,402*,257*,sup,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,9000,76.82,1,397*,1,8*,4,402*,311*,sup,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,10000,83.48,1,397*,1,8*,4,4,311*,sup,,CC72,CC72,"Tested up to DLV, none found",,
66,ND,1000,12.49,386*,530*,"",79*,294*,"",229*,fast,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,2000,13.2,603*,871*,"",79*,294*,23*,229*,fast,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,3000,30.53,603*,871*,"",79*,25*,241*,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,4000,30.85,603*,871*,"",79*,25*,41*,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,5000,35.79,603*,1050*,"",79*,25*,661*,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,6000,36.21,603*,1050*,"",79*,25*,661*,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,7000,49.38,603*,68*,"",401*,25*,1*,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,8000,55.68,260*,68*,"",401*,25*,1*,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,9000,61.23,260*,1141*,"",4*,25*,1*,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,10000,64.2,1*,1141*,"",4*,25*,1*,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,1000,19.87,484*,106*,111*,79*,44*,263*,1072*,hac,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,2000,19.9,484*,106*,111*,79*,44*,263*,1072*,hac,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,3000,38.49,484*,106*,111*,79*,235*,688*,10*,hac,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,4000,38.71,484*,106*,111*,79*,235*,688*,10,hac,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,5000,43.25,484*,67*,111*,79*,235*,688*,10,hac,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,6000,53.16,484*,49*,57*,79*,25*,688*,10,hac,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,7000,68.72,484*,49*,1,4*,25*,1,10,hac,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,8000,68.84,484*,49*,1,4*,25*,1,10,hac,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,9000,79.38,1*,932*,1,4*,25*,1,10,hac,CC5,CC5,CC5,taken from DLV with 1 STs,TRUE,TRUE
66,ND,10000,79.73,1,932*,1,4*,25*,1,10,hac,CC5,CC5,CC5,taken from DLV with 1 STs,TRUE,TRUE
66,ND,1000,15.21,289*,366*,"",79*,169*,374*,942*,sup,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,2000,15.49,289*,199*,2*,79*,169*,374*,942*,sup,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,3000,34.06,289*,199*,2*,79*,44*,800*,10,sup,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,4000,34.1,289*,474*,2*,79*,44*,800*,10,sup,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,5000,38.42,289*,474*,2*,79*,25*,800*,10,sup,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,6000,50.66,289*,474*,57*,79*,25*,800*,10,sup,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,7000,65.25,289*,474*,1,4*,25*,1,10,sup,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,8000,69.76,1*,474*,1,4*,25*,1,10,sup,,CC5,CC5,"Tested up to DLV, none found",,
66,ND,9000,79.09,1*,1141*,1,4,25*,1,10,sup,CC5,CC5,CC5,taken from DLV with 1 STs,TRUE,TRUE
66,ND,10000,79.7,1*,1141*,1,4,25*,1,10,sup,CC5,CC5,CC5,taken from DLV with 1 STs,TRUE,TRUE
73,5,9000,96.52,1*,4,1,4*,12,1*,10*,hac,CC5,CC5,CC5,"",TRUE,TRUE
73,5,10000,96.52,1*,4,1,4*,12,1*,10*,hac,CC5,CC5,CC5,"",TRUE,TRUE
73,5,10000,98.16,1*,4,1,4*,12,1,10*,sup,CC5,CC5,CC5,"",TRUE,TRUE
73,ND,1000,13.08,308*,207*,"","",422*,"","",fast,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,2000,33.44,308*,207*,"","",79*,374*,453*,fast,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,3000,37.54,308*,207*,"","",662*,374*,453*,fast,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,4000,50.45,308*,207*,636*,"",12*,278*,453*,fast,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,5000,61.87,308*,207*,377*,"",12*,558*,453*,fast,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,6000,62.83,308*,4*,377*,"",12*,558*,453*,fast,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,7000,66.25,442*,4*,377*,153*,12*,558*,10*,fast,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,8000,78.45,484*,4,377*,153*,12*,558*,10*,fast,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,9000,78.45,484*,4,377*,153*,12*,558*,10*,fast,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,10000,90.89,1*,4,175*,4*,12,558*,10*,fast,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,1000,24.61,308*,601*,"","",422*,1*,"",hac,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,2000,38.4,308*,601*,"","",422*,1*,885*,hac,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,3000,49.86,308*,601*,"","",662*,1*,885*,hac,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,4000,64.96,308*,601*,460*,"",12*,1*,885*,hac,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,5000,68.41,308*,601*,1*,"",12*,1*,885*,hac,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,6000,68.44,151*,601*,1*,"",12*,1*,885*,hac,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,7000,82.25,385*,601*,1*,"",12,1*,10*,hac,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,8000,95.62,1*,601*,1*,4*,12,1*,10*,hac,CC5,CC5,CC5,taken from DLV with 380 STs,TRUE,TRUE
73,ND,1000,26.06,"",601*,"","",5*,1*,"",sup,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,2000,39.75,"",601*,"","",94*,1*,114*,sup,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,3000,66.17,132*,601*,159*,"",184*,1*,114*,sup,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,4000,67.73,132*,601*,159*,"",12*,1*,114*,sup,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,5000,79.36,923*,601*,159*,"",12*,1*,114*,sup,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,6000,68.23,132*,4,159*,"",12,1*,114*,sup,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,7000,77.59,360*,4,1*,"",12,1,114*,sup,,CC5,CC5,"Tested up to DLV, none found",,
73,ND,8000,85.8,1*,4,1,60*,12,1,114*,sup,CC5,CC5,CC5,taken from DLV with 1 STs,TRUE,TRUE
73,ND,9000,86.28,1*,4,1,60*,12,1,10*,sup,"CC1,CC5",CC5,CC5,"taken from DLV with 1,318 STs",TRUE,FALSE
74,ND,1000,22.8,271*,286*,8*,"",10*,"",60*,fast,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,2000,26.41,543*,306*,8*,"",10*,"",60*,fast,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,3000,27.43,543*,992*,8*,"",10*,42*,60*,fast,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,4000,53.41,543*,992*,8*,555*,10*,3*,60*,fast,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,5000,62.64,755*,992*,8*,555*,10,3*,739*,fast,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,6000,76.02,755*,992*,8*,555*,10,3*,886*,fast,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,7000,76.34,755*,67*,8*,555*,10,3*,886*,fast,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,8000,78.55,755*,67*,8*,555*,10,3*,886*,fast,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,9000,79.01,10*,87*,8*,555*,10,3*,886*,fast,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,10000,79.07,10*,87*,8*,555*,10,3*,886*,fast,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,1000,29.65,"",763*,8*,"",10,290*,"",hac,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,2000,41.16,10*,763*,8*,"",10,290*,494*,hac,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,3000,41.22,10*,763*,8*,"",10,290*,494*,hac,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,4000,67.32,10*,763*,8*,87*,10,3,494*,hac,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,5000,81.94,10*,763*,8*,87*,10,3,886*,hac,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,6000,82.78,10,763*,8,87*,10,3,886*,hac,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,7000,83.64,10,763*,8,87*,10,3,2*,hac,CC45,CC45,CC45,taken from DLV with 1 STs,TRUE,TRUE
74,ND,8000,83.64,10,763*,8,87*,10,3,2*,hac,CC45,CC45,CC45,taken from DLV with 1 STs,TRUE,TRUE
74,ND,9000,83.64,10,763*,8,87*,10,3,2*,hac,CC45,CC45,CC45,taken from DLV with 1 STs,TRUE,TRUE
74,ND,10000,83.68,10,731*,8,87*,10,3,2*,hac,CC45,CC45,CC45,taken from DLV with 1 STs,TRUE,TRUE
74,ND,1000,29.39,"",85*,8*,"",10*,290*,"",sup,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,2000,41.46,10*,85*,8*,"",10*,141*,314*,sup,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,3000,45.89,10*,10*,8,"",10*,290*,314*,sup,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,4000,71.54,10*,10*,8,555*,10*,3,12*,sup,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,5000,87.77,10*,10*,8,555*,10,3,492*,sup,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,6000,88.15,10,10*,8,555*,10,3,492*,sup,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,7000,88.15,10,10*,8,555*,10,3,492*,sup,,CC45,CC45,"Tested up to DLV, none found",,
74,ND,8000,89.21,10,10*,8,555*,10,3,2,sup,CC45,CC45,CC45,taken from DLV with 2 STs,TRUE,TRUE
74,ND,9000,89.21,10,10*,8,555*,10,3,2,sup,CC45,CC45,CC45,taken from DLV with 2 STs,TRUE,TRUE
74,ND,10000,89.25,10,745*,8,555*,10,3,2,sup,CC45,CC45,CC45,taken from DLV with 2 STs,TRUE,TRUE
81,ND,1000,0.28,"",87*,"","",94*,"","",fast,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,2000,16.53,271*,195*,375*,654*,891*,91*,"",fast,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,3000,39.96,271*,43*,375*,654*,891*,91*,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,4000,58.56,1*,43*,375*,654*,891*,317*,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,5000,66.07,1*,43*,528*,654*,891*,317*,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,6000,73.31,1,43*,528*,654*,891*,769*,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,7000,75.34,1,43*,528*,4,891*,769*,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,8000,88.44,1,43*,528*,4,12*,549,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,9000,88.44,1,43*,528*,4,12*,549,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,10000,88.44,1,43*,528*,4,12*,549,928*,fast,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,1000,0.73,"",87*,"","",25*,165*,"",hac,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,2000,19.86,185*,87*,140*,4*,891*,227*,"",hac,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,3000,46.54,185*,909*,140*,4*,891*,227*,10*,hac,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,4000,75.89,1*,909*,452*,4*,891*,454*,10*,hac,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,5000,76.37,1,909*,452*,4*,187*,454*,10*,hac,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,6000,82.39,1,909*,452*,618*,187*,1*,10*,hac,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,7000,96.75,1,909*,452*,4*,12*,1*,10*,hac,CC5,CC5,CC5,taken from DLV with 278 STs,TRUE,TRUE
81,ND,8000,97.52,1,909*,1*,4*,12*,1*,10*,hac,CC5,CC5,CC5,taken from DLV with 380 STs,TRUE,TRUE
81,ND,9000,97.52,1,909*,1*,4*,12*,1*,10*,hac,CC5,CC5,CC5,taken from DLV with 380 STs,TRUE,TRUE
81,ND,10000,97.52,1,909*,1*,4*,12*,1*,10*,hac,CC5,CC5,CC5,taken from DLV with 380 STs,TRUE,TRUE
81,ND,1000,0.52,"",132*,221*,"",32*,23*,"",sup,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,2000,19.25,"",103*,388*,4*,840*,141*,497*,sup,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,3000,60.48,603*,909*,388*,4*,840*,227*,10*,sup,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,4000,70.13,1,909*,388*,4*,840*,208*,10,sup,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,5000,77.96,1,909*,388*,4*,25*,208*,10,sup,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,6000,83.85,1,909*,388*,4*,25*,1,10,sup,,CC5,CC5,"Tested up to DLV, none found",,
81,ND,7000,98.74,1,909*,388,4*,12*,1,10,sup,CC5,CC5,CC5,taken from DLV with 278 STs,TRUE,TRUE
81,ND,8000,98.74,1,909*,388,4*,12*,1,10,sup,CC5,CC5,CC5,taken from DLV with 278 STs,TRUE,TRUE
81,ND,9000,98.74,1,909*,388,4*,12*,1,10,sup,CC5,CC5,CC5,taken from DLV with 278 STs,TRUE,TRUE
81,ND,10000,98.74,1,909*,388,4*,12*,1,10,sup,CC5,CC5,CC5,taken from DLV with 278 STs,TRUE,TRUE
82,ND,1000,18.89,40*,64*,548*,612*,19*,287*,"",fast,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,2000,31.91,906*,64*,548*,612*,43*,586*,"",fast,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,3000,44.64,453*,64*,548*,612*,43*,45*,"",fast,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,4000,55.19,453*,64*,548*,612*,43*,55*,"",fast,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,5000,61.64,453*,64*,548*,612*,43*,55*,32*,fast,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,6000,61.64,453*,64*,548*,612*,43*,55*,32*,fast,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,7000,61.64,453*,64*,548*,612*,43*,55*,32*,fast,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,8000,62.48,453*,64*,548*,612*,43*,55*,32*,fast,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,9000,68.79,453*,64*,548*,612*,43*,55,51*,fast,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,10000,74.98,156*,64*,548*,612*,43,55,51*,fast,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,1000,23.19,"",64*,"",6*,"",588*,"",hac,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,2000,36.83,"",64*,"",6*,43*,588*,"",hac,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,3000,50.2,156*,64*,"",6*,43*,107*,"",hac,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,4000,62.49,156*,64*,"",6*,43*,55*,"",hac,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,5000,65.92,156*,64*,"",6*,43*,55*,51*,hac,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,6000,66.02,156*,64*,"",6*,43*,55*,51*,hac,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,7000,78.42,156*,64*,"",6*,43*,55,51*,hac,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,8000,78.77,156*,64*,"",6*,43*,55,51,hac,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,9000,79.03,156*,64*,"",6*,43*,55,51,hac,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,10000,79.16,156*,64*,"",6*,43,55,51,hac,,CC93,CC93,"Tested up to DLV, none found",,
82,ND,1000,45.08,"",64*,"",125*,43*,55,"",sup,CC93,CC93,CC93,taken from DLV with 11 STs,TRUE,TRUE
82,ND,2000,46.15,"",64*,"",125*,43*,55,"",sup,CC93,CC93,CC93,taken from DLV with 11 STs,TRUE,TRUE
82,ND,3000,59.5,6*,64*,"",125*,43*,55,"",sup,CC93,CC93,CC93,taken from DLV with 5 STs,TRUE,TRUE
82,ND,4000,59.68,6*,64*,39*,125*,43*,55,"",sup,CC93,CC93,CC93,taken from DLV with 5 STs,TRUE,TRUE
82,ND,5000,63.68,6*,64*,39*,125*,43*,55,51*,sup,CC93,CC93,CC93,taken from DLV with 4 STs,TRUE,TRUE
82,ND,6000,63.68,6*,64*,39*,125*,43*,55,51*,sup,CC93,CC93,CC93,taken from DLV with 4 STs,TRUE,TRUE
82,ND,7000,74.57,6*,64*,39*,125*,43*,55,51,sup,CC93,CC93,CC93,taken from DLV with 4 STs,TRUE,TRUE
82,ND,8000,74.95,6*,64*,39*,125*,43,55,51,sup,CC93,CC93,CC93,taken from DLV with 4 STs,TRUE,TRUE
82,ND,9000,75.24,6*,64*,39*,125*,43,55,51,sup,CC93,CC93,CC93,taken from DLV with 4 STs,TRUE,TRUE
82,ND,10000,75.24,6*,64*,39*,125*,43,55,51,sup,CC93,CC93,CC93,taken from DLV with 4 STs,TRUE,TRUE
89,ND,1000,13.72,442*,49*,"","",431*,30*,390*,fast,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,2000,13.79,442*,49*,"","",743*,30*,390*,fast,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,3000,23.32,30*,49*,"","",499*,91*,390*,fast,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,4000,31.68,30*,49*,"",482*,25*,91*,978*,fast,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,5000,45.71,30*,306*,"",482*,25*,1*,978*,fast,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,6000,45.9,30*,306*,278*,482*,25*,1*,978*,fast,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,7000,52.56,30*,49*,278*,669*,25*,1*,978*,fast,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,8000,54.61,30,49*,278*,669*,25*,1*,10*,fast,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,9000,67.41,30,49*,13*,669*,25*,1*,10*,fast,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,10000,67.41,30,49*,13*,669*,25*,1*,10*,fast,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,1000,14.61,373*,631*,"","","",99*,10*,hac,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,2000,14.65,373*,250*,"","",395*,99*,10*,hac,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,3000,29.13,631*,47*,"","",25*,91*,10*,hac,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,4000,37.03,631*,736*,"",114*,25*,91*,10*,hac,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,5000,49.88,1*,736*,"",114*,378*,1,10*,hac,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,6000,55.07,1*,736*,"",4*,25*,1,10*,hac,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,7000,55.88,1,736*,"",4*,378*,1,10,hac,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,8000,59.02,1,736*,"",4*,73*,1,10,hac,CC5,CC5,CC5,taken from DLV with 2 STs,TRUE,TRUE
89,ND,9000,71.54,1,736*,445*,4*,5*,1,10,hac,CC5,CC5,CC5,taken from DLV with 1 STs,TRUE,TRUE
89,ND,10000,71.64,1,302*,445*,4*,5*,1,10,hac,CC5,CC5,CC5,taken from DLV with 1 STs,TRUE,TRUE
89,ND,1000,15.57,373*,202*,"","","",99*,10*,sup,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,2000,15.96,373*,202*,"","",25*,91*,10*,sup,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,3000,29,33*,202*,"","",25*,91*,10*,sup,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,4000,30.65,631*,49*,"","",25*,91*,978*,sup,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,5000,42.77,1*,49*,"","",25*,1,978*,sup,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,6000,55.55,1*,49*,"",618*,25*,1,978*,sup,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,7000,55.91,1,49*,"",618*,25*,1,10,sup,,CC5,CC5,"Tested up to DLV, none found",,
89,ND,8000,80.31,1,49*,837*,4*,662*,1,10,sup,CC5,CC5,CC5,taken from DLV with 1 STs,TRUE,TRUE
89,ND,9000,80.31,1,49*,837*,4*,662*,1,10,sup,CC5,CC5,CC5,taken from DLV with 1 STs,TRUE,TRUE
89,ND,10000,80.34,1,49*,837*,4*,662*,1,10,sup,CC5,CC5,CC5,taken from DLV with 1 STs,TRUE,TRUE
9,ND,1000,35.41,710*,"",528*,253*,123*,"","",fast,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,2000,38.51,862*,127*,528*,253*,123*,154*,"",fast,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,3000,51.52,862*,127*,528*,253*,123*,1*,"",fast,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,4000,51.55,862*,127*,528*,253*,123*,1*,"",fast,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,5000,55.75,484,127*,463*,253*,66*,1*,"",fast,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,6000,56.07,862*,324*,1*,253*,66*,1,"",fast,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,7000,56.13,862*,132*,1*,253*,66*,1,"",fast,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,8000,67.04,862*,132*,1*,181*,66*,1,"",fast,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,9000,77.54,862*,164*,1,181*,66*,1,"",fast,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,10000,77.6,484,164*,1,181*,66*,1,"",fast,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,1000,34.74,61*,71*,126*,"",184*,"","",hac,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,2000,40.6,61*,868*,1*,62*,184*,45*,"",hac,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,3000,53.52,1,302*,1*,79*,184*,1,"",hac,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,4000,53.55,1,302*,1*,79*,844*,1,"",hac,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,5000,63.07,1,302*,1*,79*,184*,1,798*,hac,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,6000,63.23,1,302*,1*,79*,184*,1,798*,hac,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,7000,63.43,1,302*,1*,79*,184*,1,798*,hac,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,8000,86.06,1,666*,1,65*,184*,1,798*,hac,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,9000,86.25,1,1081*,1,65*,184*,1,798*,hac,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,10000,90.24,1,1081*,1,65*,1,1,798*,hac,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,1000,36.93,710*,1001*,126*,60*,1*,"","",sup,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,2000,54.47,1,302*,1,60*,1*,1*,"",sup,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,3000,54.87,1,302*,1,79*,1*,1*,"",sup,CC5,CC1,CC1,taken from DLV with 2 STs,FALSE,TRUE
9,ND,4000,54.87,1,302*,1,79*,1*,1*,"",sup,CC5,CC1,CC1,taken from DLV with 2 STs,FALSE,TRUE
9,ND,5000,55.43,1,302*,1,79*,1*,1,"",sup,CC5,CC1,CC1,taken from DLV with 2 STs,FALSE,TRUE
9,ND,6000,55.63,1,302*,1,79*,1*,1,"",sup,CC5,CC1,CC1,taken from DLV with 2 STs,FALSE,TRUE
9,ND,7000,55.63,1,302*,1,79*,1*,1,"",sup,CC5,CC1,CC1,taken from DLV with 2 STs,FALSE,TRUE
9,ND,8000,92.66,1,317*,1,65*,1*,1,1089*,sup,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,9000,93.24,1,317*,1,65*,1*,1,1089*,sup,,CC1,CC1,"Tested up to DLV, none found",,
9,ND,10000,97.65,1,1,1,65*,1*,1,1089*,sup,CC1,CC1,CC1,taken from DLV with 1 STs,TRUE,TRUE
90,ND,1000,20.25,"",534*,"",420*,"",495*,296*,fast,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,2000,20.51,"",534*,"",420*,"",495*,296*,fast,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,3000,23.53,271*,160*,"",420*,"",1*,296*,fast,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,4000,40.97,161*,160*,"",420*,34*,438*,296*,fast,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,5000,49.33,914*,160*,"",420*,980*,438*,314*,fast,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,6000,62.5,914*,160*,"",420*,980*,438*,12*,fast,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,7000,62.7,914*,1168*,"",420*,980*,438*,12*,fast,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,8000,70.09,914*,1168*,110*,420*,980*,438*,12*,fast,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,9000,70.44,1*,1168*,110*,420*,980*,1*,12*,fast,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,10000,71.92,1*,1168*,110*,420*,1,1*,12*,fast,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,1000,11.58,"",50*,"","",874*,927*,"",hac,,CC1,CC1,"Tested up to DLV, none found",,
90,ND,2000,11.68,"",72*,"","",874*,927*,"",hac,,CC1,CC1,"Tested up to DLV, none found",,
