barcode_id,snps_type,snps_used,max_reads_used,call_type,fin_score,proportion_matched,proportion_scheme_found,estimated_coverage,predicted_MLST.CC,reads_w_result,Isolate.name,ST/CC,MRSA,PVL,Linked,Linked Isolate,CC,predicted_mlst_is_single,predicted_mlst_is_correct
9,non_random_200,7,8000,hac,1,1,1,13.98316,CC1,7,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,300,1000,hac,0.396722222222222,0.616666666666667,0.643333333333333,1.794325,CC1,185,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,300,2000,hac,0.753777777777777,0.853333333333333,0.883333333333333,3.52044142857143,CC1,256,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,300,3000,hac,0.849333333333333,0.91,0.933333333333333,5.33426535714286,CC1,273,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,300,4000,hac,0.883422222222222,0.926666666666667,0.953333333333333,7.03300107142857,CC1,278,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,300,5000,hac,0.908666666666667,0.94,0.966666666666667,8.81425178571429,CC1,282,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,300,6000,hac,0.908666666666667,0.94,0.966666666666667,10.6791589285714,CC1,282,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,300,7000,hac,0.921322222222222,0.943333333333333,0.976666666666667,12.3041364285714,CC1,283,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,300,8000,hac,0.921322222222222,0.943333333333333,0.976666666666667,13.98316,CC1,283,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,13,1000,hac,0.479289940828402,0.692307692307692,0.692307692307692,1.794325,CC1,9,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,13,2000,hac,1,1,1,3.52044142857143,CC1,13,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,13,3000,hac,1,1,1,5.33426535714286,CC1,13,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,13,4000,hac,1,1,1,7.03300107142857,CC1,13,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,13,5000,hac,1,1,1,8.81425178571429,CC1,13,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,13,6000,hac,1,1,1,10.6791589285714,CC1,13,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,13,7000,hac,1,1,1,12.3041364285714,CC1,13,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,13,8000,hac,1,1,1,13.98316,CC1,13,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,385,1000,hac,0.378836228706358,0.605194805194805,0.625974025974026,1.794325,CC1,233,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,385,2000,hac,0.750224321133412,0.854545454545454,0.877922077922078,3.52044142857143,CC1,329,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,385,3000,hac,0.852541743970315,0.914285714285714,0.932467532467532,5.33426535714286,CC1,352,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,385,4000,hac,0.888871647832686,0.932467532467532,0.953246753246753,7.03300107142857,CC1,359,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,385,5000,hac,0.908571428571429,0.942857142857143,0.963636363636364,8.81425178571429,CC1,363,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,385,6000,hac,0.908571428571429,0.942857142857143,0.963636363636364,10.6791589285714,CC1,363,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,385,7000,hac,0.923427222128521,0.948051948051948,0.974025974025974,12.3041364285714,CC1,365,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,385,8000,hac,0.923427222128521,0.948051948051948,0.974025974025974,13.98316,CC1,365,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,18,1000,hac,0.308641975308643,0.555555555555556,0.555555555555556,1.794325,CC1,10,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,18,2000,hac,0.790123456790124,0.888888888888889,0.888888888888889,3.52044142857143,CC1,16,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,18,3000,hac,1,1,1,5.33426535714286,CC1,18,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,18,4000,hac,1,1,1,7.03300107142857,CC1,18,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,18,5000,hac,1,1,1,8.81425178571429,CC1,18,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,18,6000,hac,1,1,1,10.6791589285714,CC1,18,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,18,7000,hac,1,1,1,12.3041364285714,CC1,18,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,18,8000,hac,1,1,1,13.98316,CC1,18,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,99,1000,hac,0.385674931129476,0.606060606060606,0.636363636363636,1.794325,CC1,60,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,99,2000,hac,0.763187429854097,0.858585858585859,0.888888888888889,3.52044142857143,CC1,85,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,99,3000,hac,0.853994490358126,0.909090909090909,0.939393939393939,5.33426535714286,CC1,90,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,99,4000,hac,0.872768084889297,0.919191919191919,0.94949494949495,7.03300107142857,CC1,91,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,99,5000,hac,0.910927456382002,0.939393939393939,0.96969696969697,8.81425178571429,CC1,93,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,99,6000,hac,0.891745740230589,0.929292929292929,0.95959595959596,10.6791589285714,CC1,92,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,99,7000,hac,0.901132537496174,0.929292929292929,0.96969696969697,12.3041364285714,CC1,92,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,99,8000,hac,0.901132537496174,0.929292929292929,0.96969696969697,13.98316,CC1,92,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,23,1000,hac,0.370510396975425,0.608695652173913,0.608695652173913,1.794325,CC1,14,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,23,2000,hac,0.833648393194708,0.91304347826087,0.91304347826087,3.52044142857143,CC1,21,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,23,3000,hac,1,1,1,5.33426535714286,CC1,23,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,23,4000,hac,1,1,1,7.03300107142857,CC1,23,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,23,5000,hac,1,1,1,8.81425178571429,CC1,23,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,23,6000,hac,1,1,1,10.6791589285714,CC1,23,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,23,7000,hac,1,1,1,12.3041364285714,CC1,23,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,23,8000,hac,1,1,1,13.98316,CC1,23,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,27,1000,hac,0.444444444444445,0.666666666666667,0.666666666666667,1.794325,CC1,18,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,27,2000,hac,0.857338820301784,0.925925925925926,0.925925925925926,3.52044142857143,CC1,25,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,27,3000,hac,1,1,1,5.33426535714286,CC1,27,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,27,4000,hac,1,1,1,7.03300107142857,CC1,27,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,27,5000,hac,1,1,1,8.81425178571429,CC1,27,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,27,6000,hac,1,1,1,10.6791589285714,CC1,27,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,27,7000,hac,1,1,1,12.3041364285714,CC1,27,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,27,8000,hac,1,1,1,13.98316,CC1,27,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,199,1000,hac,0.378778313678947,0.603015075376884,0.628140703517588,1.794325,CC1,120,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,199,2000,hac,0.751243655463246,0.85427135678392,0.879396984924623,3.52044142857143,CC1,170,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,199,3000,hac,0.836342516603116,0.904522613065327,0.924623115577889,5.33426535714286,CC1,180,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,199,4000,hac,0.859422741849954,0.914572864321608,0.939698492462312,7.03300107142857,CC1,182,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,199,5000,hac,0.897098558117219,0.934673366834171,0.959798994974874,8.81425178571429,CC1,186,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,199,6000,hac,0.882932249185626,0.92964824120603,0.949748743718593,10.6791589285714,CC1,185,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,199,7000,hac,0.906643771621929,0.939698492462312,0.964824120603015,12.3041364285714,CC1,187,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,199,8000,hac,0.901795409206838,0.934673366834171,0.964824120603015,13.98316,CC1,186,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,100,1000,sup,0.4899,0.69,0.71,1.80889642857143,CC1,69,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,100,2000,sup,0.792,0.88,0.9,3.62642857142857,CC1,88,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,100,3000,sup,0.8648,0.92,0.94,5.49241607142857,CC1,92,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,100,4000,sup,0.8742,0.93,0.94,7.20810607142857,CC1,93,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,100,5000,sup,0.8742,0.93,0.94,9.1086025,CC1,93,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,100,6000,sup,0.893,0.94,0.95,10.8181167857143,CC1,94,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,100,7000,sup,0.893,0.94,0.95,12.5875164285714,CC1,94,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,100,8000,sup,0.893,0.94,0.95,14.3239317857143,CC1,94,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,13,1000,sup,1,1,1,1.80889642857143,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","13,13,13,13,13,13,13",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,13,2000,sup,1,1,1,3.62642857142857,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","13,13,13,13,13,13,13",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,13,3000,sup,1,1,1,5.49241607142857,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","13,13,13,13,13,13,13",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,13,4000,sup,1,1,1,7.20810607142857,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","13,13,13,13,13,13,13",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,13,5000,sup,1,1,1,9.1086025,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","13,13,13,13,13,13,13",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,13,6000,sup,1,1,1,10.8181167857143,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","13,13,13,13,13,13,13",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,13,7000,sup,1,1,1,12.5875164285714,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","13,13,13,13,13,13,13",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,13,8000,sup,1,1,1,14.3239317857143,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","13,13,13,13,13,13,13",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,18,1000,sup,0.891975308641974,0.944444444444444,0.944444444444444,1.80889642857143,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","17,17,17,17,17,17,17",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,18,2000,sup,1,1,1,3.62642857142857,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","18,18,18,18,18,18,18",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,18,3000,sup,1,1,1,5.49241607142857,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","18,18,18,18,18,18,18",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,18,4000,sup,1,1,1,7.20810607142857,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","18,18,18,18,18,18,18",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,18,5000,sup,1,1,1,9.1086025,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","18,18,18,18,18,18,18",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,18,6000,sup,1,1,1,10.8181167857143,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","18,18,18,18,18,18,18",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,18,7000,sup,1,1,1,12.5875164285714,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","18,18,18,18,18,18,18",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,18,8000,sup,1,1,1,14.3239317857143,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","18,18,18,18,18,18,18",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,200,1000,sup,0.43215,0.645,0.67,1.80889642857143,CC1,129,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,200,2000,sup,0.792,0.88,0.9,3.62642857142857,CC1,176,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,200,3000,sup,0.8835,0.93,0.95,5.49241607142857,CC1,186,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,200,4000,sup,0.87885,0.93,0.945,7.20810607142857,CC1,186,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,200,5000,sup,0.8977,0.94,0.955,9.1086025,CC1,188,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,200,6000,sup,0.892925,0.935,0.955,10.8181167857143,CC1,187,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,200,7000,sup,0.892925,0.935,0.955,12.5875164285714,CC1,187,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,200,8000,sup,0.892925,0.935,0.955,14.3239317857143,CC1,187,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,23,1000,sup,0.833648393194708,0.91304347826087,0.91304347826087,1.80889642857143,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","21,21,21,21,21,21,21",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,23,2000,sup,1,1,1,3.62642857142857,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","23,23,23,23,23,23,23",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,23,3000,sup,1,1,1,5.49241607142857,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","23,23,23,23,23,23,23",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,23,4000,sup,1,1,1,7.20810607142857,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","23,23,23,23,23,23,23",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,23,5000,sup,1,1,1,9.1086025,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","23,23,23,23,23,23,23",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,23,6000,sup,1,1,1,10.8181167857143,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","23,23,23,23,23,23,23",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,23,7000,sup,1,1,1,12.5875164285714,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","23,23,23,23,23,23,23",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,23,8000,sup,1,1,1,14.3239317857143,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","23,23,23,23,23,23,23",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,27,1000,sup,0.663923182441701,0.814814814814815,0.814814814814815,1.80889642857143,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15","22,22,22,22,22,22,22",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,27,2000,sup,1,1,1,3.62642857142857,"CC8,CC1,CC78,CC97,CC361/CC15","27,27,27,27,27",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,27,3000,sup,1,1,1,5.49241607142857,"CC8,CC1,CC78,CC97,CC361/CC15","27,27,27,27,27",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,27,4000,sup,1,1,1,7.20810607142857,"CC8,CC1,CC78,CC97,CC361/CC15","27,27,27,27,27",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,27,5000,sup,1,1,1,9.1086025,"CC8,CC1,CC78,CC97,CC361/CC15","27,27,27,27,27",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,27,6000,sup,1,1,1,10.8181167857143,"CC8,CC1,CC78,CC97,CC361/CC15","27,27,27,27,27",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,27,7000,sup,1,1,1,12.5875164285714,"CC8,CC1,CC78,CC97,CC361/CC15","27,27,27,27,27",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,27,8000,sup,1,1,1,14.3239317857143,"CC8,CC1,CC78,CC97,CC361/CC15","27,27,27,27,27",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,300,1000,sup,0.450911111111112,0.656666666666667,0.686666666666667,1.80889642857143,CC1,197,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,300,2000,sup,0.806866666666667,0.886666666666667,0.91,3.62642857142857,CC1,266,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,300,3000,sup,0.874088888888889,0.923333333333333,0.946666666666667,5.49241607142857,CC1,277,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,300,4000,sup,0.8804,0.93,0.946666666666667,7.20810607142857,CC1,279,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,300,5000,sup,0.9056,0.943333333333333,0.96,9.1086025,CC1,283,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,300,6000,sup,0.9024,0.94,0.96,10.8181167857143,CC1,282,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,300,7000,sup,0.905533333333333,0.94,0.963333333333333,12.5875164285714,CC1,282,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,300,8000,sup,0.905533333333333,0.94,0.963333333333333,14.3239317857143,CC1,282,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,400,1000,sup,0.47594375,0.6775,0.7025,1.80889642857143,CC1,271,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,400,2000,sup,0.807625,0.8875,0.91,3.62642857142857,CC1,355,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,400,3000,sup,0.8718125,0.925,0.9425,5.49241607142857,CC1,370,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,400,4000,sup,0.9000875,0.9425,0.955,7.20810607142857,CC1,377,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,400,5000,sup,0.9143375,0.9475,0.965,9.1086025,CC1,379,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,400,6000,sup,0.9095625,0.945,0.9625,10.8181167857143,CC1,378,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,400,7000,sup,0.911925,0.945,0.965,12.5875164285714,CC1,378,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,400,8000,sup,0.911925,0.945,0.965,14.3239317857143,CC1,378,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,random_400,7,1000,sup,1,1,1,1.80889642857143,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15,CC96,CC101","7,7,7,7,7,7,7,7,7",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,7,2000,sup,1,1,1,3.62642857142857,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15,CC96,CC101","7,7,7,7,7,7,7,7,7",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,7,3000,sup,1,1,1,5.49241607142857,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15,CC96,CC101","7,7,7,7,7,7,7,7,7",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,7,4000,sup,1,1,1,7.20810607142857,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15,CC96,CC101","7,7,7,7,7,7,7,7,7",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,7,5000,sup,1,1,1,9.1086025,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15,CC96,CC101","7,7,7,7,7,7,7,7,7",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,7,6000,sup,1,1,1,10.8181167857143,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15,CC96,CC101","7,7,7,7,7,7,7,7,7",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,7,7000,sup,1,1,1,12.5875164285714,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15,CC96,CC101","7,7,7,7,7,7,7,7,7",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,random_400,7,8000,sup,1,1,1,14.3239317857143,"CC8,CC1,CC78,CC97,CC12,CC772/CC834,CC361/CC15,CC96,CC101","7,7,7,7,7,7,7,7,7",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,non_random_200,7,1000,sup,0.73469387755102,0.857142857142857,0.857142857142857,1.80889642857143,"CC1,CC80","6,6",STR1075-2-5-1,1/1,+,-,N,"",CC1,FALSE,TRUE
9,non_random_200,7,2000,sup,1,1,1,3.62642857142857,CC1,7,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,7,3000,sup,1,1,1,5.49241607142857,CC1,7,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,7,4000,sup,1,1,1,7.20810607142857,CC1,7,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,7,5000,sup,1,1,1,9.1086025,CC1,7,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,7,6000,sup,1,1,1,10.8181167857143,CC1,7,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,7,7000,sup,1,1,1,12.5875164285714,CC1,7,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,7,8000,sup,1,1,1,14.3239317857143,CC1,7,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,300,1000,sup,0.437577777777778,0.646666666666667,0.676666666666667,1.80889642857143,CC1,194,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,300,2000,sup,0.762533333333334,0.86,0.886666666666667,3.62642857142857,CC1,258,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,300,3000,sup,0.8928,0.93,0.96,5.49241607142857,CC1,279,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,300,4000,sup,0.908566666666667,0.936666666666667,0.97,7.20810607142857,CC1,281,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,300,5000,sup,0.921322222222222,0.943333333333333,0.976666666666667,9.1086025,CC1,283,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,300,6000,sup,0.918177777777777,0.943333333333333,0.973333333333333,10.8181167857143,CC1,283,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
9,non_random_200,300,7000,sup,0.9118,0.94,0.97,12.5875164285714,CC1,282,STR1075-2-5-1,1/1,+,-,N,"",CC1,TRUE,TRUE
