barcode,n_reads,st,coverage,arcC,aroE,glpF,gmk,pta,tpi,yqiL,basecall_method
57,9000,ND,86.28,603*,76*,1*,8*,781*,5,11*,fast
57,10000,ND,88.08,603*,76*,1,8*,11,5,11*,fast
58,1000,ND,9.04,442*,127*,"","",25*,649*,"",fast
58,2000,ND,19.87,442*,306*,"","",25*,649*,327*,fast
58,3000,ND,23.11,442*,127*,"","",25*,649*,262*,fast
58,4000,ND,42.95,442*,988*,8*,"",94*,3*,262*,fast
58,5000,ND,55.20,205*,988*,8*,"",233*,3*,262*,fast
58,6000,ND,55.75,205*,988*,761*,"",233*,3*,262*,fast
58,7000,ND,55.97,205*,281*,761*,"",233*,3*,262*,fast
58,8000,ND,67.90,205*,281*,761*,"",149*,3*,262*,fast
58,9000,ND,67.94,205*,281*,761*,"",149*,3*,262*,fast
58,10000,ND,72.05,205*,281*,761*,158*,149*,3*,262*,fast
65,1000,ND,13.88,185*,249*,292*,"",25*,"","",fast
65,2000,ND,25.59,489*,249*,292*,"",25*,263*,"",fast
65,3000,ND,44.54,489*,1142*,292*,8*,25*,263*,"",fast
65,4000,ND,46.68,489*,1142*,292*,526*,25*,263*,"",fast
65,5000,ND,56.66,489*,1142*,292*,526*,317*,263*,187*,fast
65,6000,ND,59.65,484*,1142*,292*,526*,317*,263*,187*,fast
65,7000,ND,60.35,484*,4*,292*,526*,317*,263*,187*,fast
65,8000,ND,63.77,484,4*,292*,526*,4*,263*,187*,fast
65,9000,ND,68.63,484,4*,292*,8*,4*,147*,187*,fast
65,10000,ND,68.67,484,4*,292*,8*,4*,57*,187*,fast
66,1000,ND,12.49,386*,530*,"",79*,294*,"",229*,fast
66,2000,ND,13.20,603*,871*,"",79*,294*,23*,229*,fast
66,3000,ND,30.53,603*,871*,"",79*,25*,241*,928*,fast
66,4000,ND,30.85,603*,871*,"",79*,25*,41*,928*,fast
66,5000,ND,35.79,603*,1050*,"",79*,25*,661*,928*,fast
66,6000,ND,36.21,603*,1050*,"",79*,25*,661*,928*,fast
66,7000,ND,49.38,603*,68*,"",401*,25*,1*,928*,fast
66,8000,ND,55.68,260*,68*,"",401*,25*,1*,928*,fast
66,9000,ND,61.23,260*,1141*,"",4*,25*,1*,928*,fast
66,10000,ND,64.20,1*,1141*,"",4*,25*,1*,928*,fast
73,1000,ND,13.08,308*,207*,"","",422*,"","",fast
73,2000,ND,33.44,308*,207*,"","",79*,374*,453*,fast
73,3000,ND,37.54,308*,207*,"","",662*,374*,453*,fast
73,4000,ND,50.45,308*,207*,636*,"",12*,278*,453*,fast
73,5000,ND,61.87,308*,207*,377*,"",12*,558*,453*,fast
73,6000,ND,62.83,308*,4*,377*,"",12*,558*,453*,fast
73,7000,ND,66.25,442*,4*,377*,153*,12*,558*,10*,fast
73,8000,ND,78.45,484*,4,377*,153*,12*,558*,10*,fast
73,9000,ND,78.45,484*,4,377*,153*,12*,558*,10*,fast
73,10000,ND,90.89,1*,4,175*,4*,12,558*,10*,fast
74,1000,ND,22.80,271*,286*,8*,"",10*,"",60*,fast
74,2000,ND,26.41,543*,306*,8*,"",10*,"",60*,fast
74,3000,ND,27.43,543*,992*,8*,"",10*,42*,60*,fast
74,4000,ND,53.41,543*,992*,8*,555*,10*,3*,60*,fast
74,5000,ND,62.64,755*,992*,8*,555*,10,3*,739*,fast
74,6000,ND,76.02,755*,992*,8*,555*,10,3*,886*,fast
74,7000,ND,76.34,755*,67*,8*,555*,10,3*,886*,fast
74,8000,ND,78.55,755*,67*,8*,555*,10,3*,886*,fast
74,9000,ND,79.01,10*,87*,8*,555*,10,3*,886*,fast
74,10000,ND,79.07,10*,87*,8*,555*,10,3*,886*,fast
81,1000,ND,0.28,"",87*,"","",94*,"","",fast
81,2000,ND,16.53,271*,195*,375*,654*,891*,91*,"",fast
81,3000,ND,39.96,271*,43*,375*,654*,891*,91*,928*,fast
81,4000,ND,58.56,1*,43*,375*,654*,891*,317*,928*,fast
81,5000,ND,66.07,1*,43*,528*,654*,891*,317*,928*,fast
81,6000,ND,73.31,1,43*,528*,654*,891*,769*,928*,fast
81,7000,ND,75.34,1,43*,528*,4,891*,769*,928*,fast
81,8000,ND,88.44,1,43*,528*,4,12*,549,928*,fast
81,9000,ND,88.44,1,43*,528*,4,12*,549,928*,fast
81,10000,ND,88.44,1,43*,528*,4,12*,549,928*,fast
82,1000,ND,18.89,40*,64*,548*,612*,19*,287*,"",fast
82,2000,ND,31.91,906*,64*,548*,612*,43*,586*,"",fast
82,3000,ND,44.64,453*,64*,548*,612*,43*,45*,"",fast
82,4000,ND,55.19,453*,64*,548*,612*,43*,55*,"",fast
82,5000,ND,61.64,453*,64*,548*,612*,43*,55*,32*,fast
82,6000,ND,61.64,453*,64*,548*,612*,43*,55*,32*,fast
82,7000,ND,61.64,453*,64*,548*,612*,43*,55*,32*,fast
82,8000,ND,62.48,453*,64*,548*,612*,43*,55*,32*,fast
82,9000,ND,68.79,453*,64*,548*,612*,43*,55,51*,fast
82,10000,ND,74.98,156*,64*,548*,612*,43,55,51*,fast
89,1000,ND,13.72,442*,49*,"","",431*,30*,390*,fast
89,2000,ND,13.79,442*,49*,"","",743*,30*,390*,fast
89,3000,ND,23.32,30*,49*,"","",499*,91*,390*,fast
89,4000,ND,31.68,30*,49*,"",482*,25*,91*,978*,fast
89,5000,ND,45.71,30*,306*,"",482*,25*,1*,978*,fast
89,6000,ND,45.90,30*,306*,278*,482*,25*,1*,978*,fast
89,7000,ND,52.56,30*,49*,278*,669*,25*,1*,978*,fast
89,8000,ND,54.61,30,49*,278*,669*,25*,1*,10*,fast
89,9000,ND,67.41,30,49*,13*,669*,25*,1*,10*,fast
89,10000,ND,67.41,30,49*,13*,669*,25*,1*,10*,fast
90,1000,ND,20.25,"",534*,"",420*,"",495*,296*,fast
90,2000,ND,20.51,"",534*,"",420*,"",495*,296*,fast
90,3000,ND,23.53,271*,160*,"",420*,"",1*,296*,fast
90,4000,ND,40.97,161*,160*,"",420*,34*,438*,296*,fast
90,5000,ND,49.33,914*,160*,"",420*,980*,438*,314*,fast
90,6000,ND,62.50,914*,160*,"",420*,980*,438*,12*,fast
90,7000,ND,62.70,914*,1168*,"",420*,980*,438*,12*,fast
90,8000,ND,70.09,914*,1168*,110*,420*,980*,438*,12*,fast
90,9000,ND,70.44,1*,1168*,110*,420*,980*,1*,12*,fast
90,10000,ND,71.92,1*,1168*,110*,420*,1,1*,12*,fast
01,1000,ND,0.51,"",663*,"","",254*,329*,314*,hac
01,2000,ND,41.32,3*,683*,166*,"",372*,270*,3*,hac
01,3000,ND,51.92,3*,683*,166*,1*,372*,270*,3*,hac
01,4000,ND,63.29,3*,683*,166*,1*,372*,855*,3*,hac
01,5000,ND,64.55,3*,683*,166*,1*,372*,855*,3*,hac
01,6000,ND,64.94,3,683*,166*,1*,372*,855*,3*,hac
01,7000,ND,65.13,3,349*,166*,1*,372*,855*,3*,hac
01,8000,ND,66.26,3,349*,166*,1*,372*,4*,3,hac
01,9000,ND,66.16,3,683*,166*,1*,372*,4*,3,hac
01,10000,ND,69.74,3,87*,166*,1*,372*,4*,3,hac
02,1000,ND,11.03,"",350*,"",446*,743*,"",497*,hac
02,2000,ND,35.60,"",294*,"",446*,743*,14*,959*,hac
02,3000,ND,44.36,325*,871*,"",446*,592*,14*,5*,hac
02,4000,ND,55.85,969*,469*,"",446*,592*,14*,5*,hac
02,5000,ND,58.21,969*,762*,"",2*,592*,14*,5*,hac
02,6000,ND,58.31,969*,762*,"",2*,592*,14*,5*,hac
02,7000,ND,66.21,6*,762*,"",2*,554*,14*,5*,hac
02,8000,ND,66.73,6*,762*,"",2,554*,14,5*,hac
02,9000,ND,69.73,6*,762*,"",2,554*,14,5*,hac
02,10000,ND,81.29,6*,688*,"",2,554*,14,5,hac
09,1000,ND,34.74,61*,71*,126*,"",184*,"","",hac
09,2000,ND,40.60,61*,868*,1*,62*,184*,45*,"",hac
09,3000,ND,53.52,1,302*,1*,79*,184*,1,"",hac
09,4000,ND,53.55,1,302*,1*,79*,844*,1,"",hac
09,5000,ND,63.07,1,302*,1*,79*,184*,1,798*,hac
09,6000,ND,63.23,1,302*,1*,79*,184*,1,798*,hac
09,7000,ND,63.43,1,302*,1*,79*,184*,1,798*,hac
09,8000,ND,86.06,1,666*,1,65*,184*,1,798*,hac
09,9000,ND,86.25,1,1081*,1,65*,184*,1,798*,hac
09,10000,ND,90.24,1,1081*,1,65*,1,1,798*,hac
10,1000,ND,28.36,12*,868*,"","",891*,290*,896*,hac
10,2000,ND,37.86,12*,303*,"","",22*,278*,896,hac
10,3000,ND,56.76,12,303*,"","",633*,549*,896,hac
10,4000,ND,73.28,12,303*,208*,4*,633*,549*,3,hac
10,5000,ND,73.86,12,303*,208*,4*,12,549*,3,hac
10,6000,ND,74.19,12,303*,201*,4*,12,549*,3,hac
10,7000,ND,75.38,12,303*,201*,4*,12,1,3,hac
10,8000,ND,75.64,12,303*,201*,4*,12,1,3,hac
10,9000,ND,75.70,12,303*,201*,4*,12,1,3,hac
10,10000,ND,87.49,12,1142*,201*,4*,12,1,3,hac
17,1000,ND,14.80,15*,1013*,"","",44*,512*,143*,hac
17,2000,ND,66.45,1*,1013*,2*,543*,660*,285*,1*,hac
17,3000,ND,74.70,1*,1013*,104*,1,660*,285*,1*,hac
17,4000,ND,96.07,1*,1081*,104*,1,660*,285*,1,hac
17,5000,ND,96.07,1*,1081*,104*,1,660*,285*,1,hac
17,6000,ND,97.17,1*,1081*,104*,1,660*,285,1,hac
17,7000,ND,97.17,1*,1081*,104*,1,660*,285,1,hac
17,8000,ND,97.17,1*,1081*,104*,1,660*,1,1,hac
17,9000,762,99.77,1*,1,104,1,1,1,1,hac
17,10000,762,99.77,1*,1,104,1,1,1,1,hac
18,1000,ND,0.46,"",87*,"","",294*,290*,"",hac
18,2000,ND,27.38,"",87*,"",62*,294*,4*,3*,hac
18,3000,ND,27.44,"",87*,"",62*,294*,4*,3*,hac
18,4000,ND,27.47,"",87*,"",62*,294*,4*,3*,hac
18,5000,ND,58.47,286*,4*,"",62*,691*,4*,3*,hac
18,6000,ND,65.99,286*,4*,"",62*,748*,107*,3*,hac
18,7000,ND,67.57,286*,4*,"",62*,27*,107*,3*,hac
18,8000,ND,70.09,286*,4,"",62*,4,4*,3*,hac
18,9000,ND,70.25,286*,4,"",62*,4,4,3*,hac
18,10000,ND,89.56,286*,4,537*,280*,4,4,3,hac
25,1000,ND,25.64,"",50*,"",150*,25*,"",3*,hac
25,2000,ND,62.15,"",3*,"",150*,297*,4*,3*,hac
25,3000,ND,74.45,2*,3,"",150*,297*,4*,3*,hac
25,4000,ND,77.19,2*,3,"",150*,4*,4*,3*,hac
25,5000,ND,77.19,2*,3,"",150*,4*,4*,3*,hac
25,6000,ND,90.40,2*,3,537*,150*,4*,4*,3,hac
25,7000,ND,93.36,2*,3,537*,150*,4*,4*,3,hac
25,8000,ND,97.39,2,3,537*,1*,4*,4*,3,hac
25,9000,ND,97.39,2,3,537*,1*,4*,4*,3,hac
25,10000,ND,97.42,2,3,537*,1*,4,4*,3,hac
26,1000,ND,21.15,906*,"",213*,612*,"",170*,"",hac
26,2000,ND,27.38,155*,49*,6*,612*,"",170*,"",hac
26,3000,ND,61.22,155*,5*,6*,612*,696*,2*,5*,hac
26,4000,ND,61.29,155*,5*,6*,612*,696*,2*,5*,hac
26,5000,ND,66.69,155*,1103*,6,612*,901*,62*,5,hac
26,6000,ND,66.69,155*,1103*,6,612*,901*,62*,5,hac
26,7000,ND,72.53,195*,1103*,6,612*,7,385*,5,hac
26,8000,ND,86.18,195*,5*,6,2*,7,14,5,hac
26,9000,ND,86.24,195*,5*,6,2*,7,14,5,hac
26,10000,ND,95.46,970*,1103*,6,2,7,14,5,hac
33,1000,ND,33.48,22*,87*,548*,47*,113*,55*,"",hac
33,2000,ND,62.91,969*,87*,44*,47*,43*,55,51*,hac
33,3000,ND,91.53,969*,64*,44*,2*,43*,55,51*,hac
33,4000,ND,91.53,969*,64*,44*,2*,43*,55,51*,hac
33,5000,ND,91.53,969*,64*,44*,2*,43*,55,51*,hac
33,6000,ND,92.27,969*,64*,44*,616*,43*,55,51*,hac
33,7000,ND,92.47,969*,64*,44*,616*,43*,55,51*,hac
33,8000,ND,92.47,969*,64*,44*,616*,43*,55,51*,hac
33,9000,ND,92.47,969*,64*,44*,616*,43*,55,51*,hac
33,10000,ND,92.47,969*,64*,44*,616*,43*,55,51*,hac
34,1000,ND,27.72,543,85*,750*,"",500*,"","",hac
34,2000,ND,27.81,543,85*,750*,"",500*,"","",hac
34,3000,ND,42.94,543,85*,750*,"",139*,670*,"",hac
34,4000,ND,43.78,543,85*,750*,"",139*,670*,"",hac
34,5000,ND,52.04,543,85*,750*,663*,139*,57*,296*,hac
34,6000,ND,56.94,543,49*,750*,663*,4*,57*,72*,hac
34,7000,ND,67.56,543,612*,750,663*,4*,57*,72*,hac
34,8000,ND,67.59,543,612*,1,663*,4*,57*,72*,hac
34,9000,ND,68.06,543,612*,1,663*,4,349*,72*,hac
34,10000,ND,79.27,3,612*,1,663*,4,4*,72*,hac
41,1000,ND,14.65,12*,3*,"",255*,588*,374*,"",hac
41,2000,ND,24.68,973*,3*,"",255*,25*,374*,1014*,hac
41,3000,ND,24.74,973*,1145*,"",255*,25*,374*,1014*,hac
41,4000,ND,24.90,973*,1145*,1022*,255*,499*,374*,1014*,hac
41,5000,ND,63.22,973*,1145*,1*,671*,25*,742*,1014*,hac
41,6000,ND,64.26,973*,1145*,1,671,26*,742*,314*,hac
41,7000,ND,76.69,973*,1145*,1,1*,485*,4*,314*,hac
41,8000,ND,76.69,973*,1145*,1,1*,485*,4*,314*,hac
41,9000,ND,76.69,973*,1145*,1,1*,485*,4*,314*,hac
41,10000,ND,82.84,218*,3,1,1,960*,4*,314*,hac
42,1000,ND,35.96,168*,806*,567*,"",11*,149*,"",hac
42,2000,ND,50.14,168*,806*,567*,"",11*,149*,11*,hac
42,3000,ND,56.46,168*,678*,567*,"",11*,149*,11,hac
42,4000,ND,58.15,168*,678*,1,"",11*,149*,11,hac
42,5000,ND,70.05,710*,203*,1,"",11*,149*,11,hac
42,6000,ND,83.03,710*,162*,1,8*,11*,5*,11,hac
42,7000,ND,86.86,710*,162*,1,8*,11,5*,11,hac
42,8000,ND,92.76,710*,678*,1,8*,11,5,11,hac
42,9000,ND,95.14,1*,678*,1,8*,11,5,11,hac
42,10000,ND,98.16,1*,696*,1,8*,11,5,11,hac
49,1000,ND,38.67,"",228*,"",28*,11*,"",3*,hac
49,2000,ND,51.42,"",265*,"",28*,11*,19*,3*,hac
49,3000,ND,52.13,"",871*,"",28*,11*,19*,3*,hac
49,4000,ND,52.13,"",871*,"",28*,11*,19*,3*,hac
49,5000,ND,52.17,"",469*,"",28*,11*,19*,3*,hac
49,6000,ND,52.94,"",373*,"",28*,11*,19*,3*,hac
49,7000,ND,53.17,61*,106*,"",28*,11*,867*,3*,hac
49,8000,ND,53.30,61*,302*,"",28*,11*,867*,3*,hac
49,9000,ND,54.72,61*,831*,"",15*,11*,867*,3*,hac
49,10000,ND,70.99,3*,831*,"",15*,11*,19*,3*,hac
50,1000,ND,15.85,"",47*,14*,"","",43*,"",hac
50,2000,ND,37.52,"",185*,14*,"",11*,43*,422*,hac
50,3000,ND,55.52,537*,185*,14*,"",11*,19*,305*,hac
50,4000,ND,81.57,537*,542*,14*,337*,11*,19*,305*,hac
50,5000,ND,84.66,3*,542*,1022*,337*,11*,19*,3*,hac
50,6000,ND,86.98,3*,395*,1022*,337*,11*,19*,3*,hac
50,7000,ND,87.43,3*,395*,1022*,15*,11*,19*,3*,hac
50,8000,ND,87.43,3*,395*,1022*,15*,11*,19*,3*,hac
50,9000,ND,97.81,3*,395*,14*,15*,11*,19,3*,hac
50,10000,ND,97.81,3*,395*,14*,15*,11*,19,3*,hac
57,1000,ND,11.31,201*,302*,"",8*,607*,"","",hac
57,2000,ND,34.29,734*,302*,218*,8*,607*,428*,182*,hac
57,3000,ND,59.27,734*,87*,218*,8*,116*,762*,11*,hac
57,4000,ND,70.99,734*,87*,1*,8*,11*,721*,11*,hac
57,5000,ND,85.34,734*,345*,1*,8*,566*,5*,11*,hac
57,6000,ND,89.95,1*,345*,1*,8*,566*,5*,11*,hac
57,7000,12,97.91,1*,3*,1*,8*,11*,5,11*,hac
57,8000,12,98.33,1*,3*,1*,8*,11*,5,11,hac
57,9000,12,98.65,1*,3*,1*,8*,11*,5,11,hac
57,10000,ND,98.94,1*,3*,218,8,11*,5,11,hac
58,1000,ND,11.14,"","","","",441*,649*,"",hac
58,2000,ND,26.08,"",244*,286*,"",441*,649*,212*,hac
58,3000,ND,26.23,"",762*,286*,"",441*,649*,212*,hac
58,4000,ND,51.96,303*,281*,8*,"",842*,649,212*,hac
58,5000,ND,60.15,755*,281*,8*,"",842*,3,212*,hac
58,6000,ND,60.18,755*,281*,8*,"",842*,3,212*,hac
58,7000,ND,60.44,755*,281*,8*,"",233*,3,212*,hac
58,8000,ND,73.31,755*,281*,8*,"",10*,3,212*,hac
58,9000,ND,74.83,10*,277*,8*,158*,10*,3,212*,hac
58,10000,ND,76.40,10*,812*,8*,79*,10*,3,2*,hac
65,1000,ND,12.58,"",49*,546*,"",35*,"","",hac
65,2000,ND,30.42,489*,49*,546*,79*,35*,327*,"",hac
65,3000,ND,48.53,489*,628*,546*,8*,25*,327*,182*,hac
65,4000,ND,50.43,562*,628*,546*,8*,25*,196*,182*,hac
65,5000,ND,68.16,562*,628*,546*,8*,1015*,106*,182*,hac
65,6000,ND,68.64,1,628*,546*,8*,1015*,106*,182*,hac
65,7000,ND,69.16,1,628*,546*,8*,1015*,106*,182*,hac
65,8000,ND,69.16,1,628*,546*,8*,1015*,106*,182*,hac
65,9000,ND,72.67,1,4*,546*,8,1015*,106*,182*,hac
65,10000,ND,72.67,1,4*,546*,8,1015*,106*,182*,hac
66,1000,ND,19.87,484*,106*,111*,79*,44*,263*,1072*,hac
66,2000,ND,19.90,484*,106*,111*,79*,44*,263*,1072*,hac
66,3000,ND,38.49,484*,106*,111*,79*,235*,688*,10*,hac
66,4000,ND,38.71,484*,106*,111*,79*,235*,688*,10,hac
66,5000,ND,43.25,484*,67*,111*,79*,235*,688*,10,hac
66,6000,ND,53.16,484*,49*,57*,79*,25*,688*,10,hac
66,7000,ND,68.72,484*,49*,1,4*,25*,1,10,hac
66,8000,ND,68.84,484*,49*,1,4*,25*,1,10,hac
66,9000,ND,79.38,1*,932*,1,4*,25*,1,10,hac
66,10000,ND,79.73,1,932*,1,4*,25*,1,10,hac
73,1000,ND,24.61,308*,601*,"","",422*,1*,"",hac
73,2000,ND,38.40,308*,601*,"","",422*,1*,885*,hac
73,3000,ND,49.86,308*,601*,"","",662*,1*,885*,hac
73,4000,ND,64.96,308*,601*,460*,"",12*,1*,885*,hac
73,5000,ND,68.41,308*,601*,1*,"",12*,1*,885*,hac
73,6000,ND,68.44,151*,601*,1*,"",12*,1*,885*,hac
73,7000,ND,82.25,385*,601*,1*,"",12,1*,10*,hac
73,8000,ND,95.62,1*,601*,1*,4*,12,1*,10*,hac
73,9000,5,96.52,1*,4,1,4*,12,1*,10*,hac
73,10000,5,96.52,1*,4,1,4*,12,1*,10*,hac
74,1000,ND,29.65,"",763*,8*,"",10,290*,"",hac
74,2000,ND,41.16,10*,763*,8*,"",10,290*,494*,hac
74,3000,ND,41.22,10*,763*,8*,"",10,290*,494*,hac
74,4000,ND,67.32,10*,763*,8*,87*,10,3,494*,hac
74,5000,ND,81.94,10*,763*,8*,87*,10,3,886*,hac
74,6000,ND,82.78,10,763*,8,87*,10,3,886*,hac
74,7000,ND,83.64,10,763*,8,87*,10,3,2*,hac
74,8000,ND,83.64,10,763*,8,87*,10,3,2*,hac
74,9000,ND,83.64,10,763*,8,87*,10,3,2*,hac
74,10000,ND,83.68,10,731*,8,87*,10,3,2*,hac
81,1000,ND,0.73,"",87*,"","",25*,165*,"",hac
81,2000,ND,19.86,185*,87*,140*,4*,891*,227*,"",hac
81,3000,ND,46.54,185*,909*,140*,4*,891*,227*,10*,hac
81,4000,ND,75.89,1*,909*,452*,4*,891*,454*,10*,hac
81,5000,ND,76.37,1,909*,452*,4*,187*,454*,10*,hac
81,6000,ND,82.39,1,909*,452*,618*,187*,1*,10*,hac
81,7000,ND,96.75,1,909*,452*,4*,12*,1*,10*,hac
81,8000,ND,97.52,1,909*,1*,4*,12*,1*,10*,hac
81,9000,ND,97.52,1,909*,1*,4*,12*,1*,10*,hac
81,10000,ND,97.52,1,909*,1*,4*,12*,1*,10*,hac
82,1000,ND,23.19,"",64*,"",6*,"",588*,"",hac
82,2000,ND,36.83,"",64*,"",6*,43*,588*,"",hac
82,3000,ND,50.20,156*,64*,"",6*,43*,107*,"",hac
82,4000,ND,62.49,156*,64*,"",6*,43*,55*,"",hac
82,5000,ND,65.92,156*,64*,"",6*,43*,55*,51*,hac
82,6000,ND,66.02,156*,64*,"",6*,43*,55*,51*,hac
82,7000,ND,78.42,156*,64*,"",6*,43*,55,51*,hac
82,8000,ND,78.77,156*,64*,"",6*,43*,55,51,hac
82,9000,ND,79.03,156*,64*,"",6*,43*,55,51,hac
82,10000,ND,79.16,156*,64*,"",6*,43,55,51,hac
89,1000,ND,14.61,373*,631*,"","","",99*,10*,hac
89,2000,ND,14.65,373*,250*,"","",395*,99*,10*,hac
89,3000,ND,29.13,631*,47*,"","",25*,91*,10*,hac
89,4000,ND,37.03,631*,736*,"",114*,25*,91*,10*,hac
